t,p
1.888 , 89.27
1.889 , 89.27
1.889 , 89.27
1.89 , 89.27
1.891 , 89.38
1.891 , 89.38
1.892 , 89.38
1.893 , 89.38
1.893 , 89.38
1.894 , 89.38
1.895 , 89.38
1.895 , 89.38
1.896 , 89.38
1.897 , 89.38
1.897 , 89.38
1.898 , 89.38
1.899 , 89.38
1.899 , 89.38
1.9 , 89.38
1.901 , 89.38
1.901 , 89.38
1.902 , 89.38
1.903 , 89.38
1.903 , 88.8
1.904 , 88.8
1.904 , 88.8
1.905 , 88.8
1.906 , 88.8
1.906 , 88.8
1.907 , 88.8
1.907 , 88.8
1.908 , 88.8
1.909 , 88.8
1.909 , 88.8
1.91 , 88.8
1.911 , 88.8
1.911 , 88.8
1.912 , 88.8
1.912 , 88.8
1.913 , 88.8
1.914 , 88.8
1.914 , 88.8
1.915 , 88.8
1.915 , 88.8
1.916 , 88.8
1.917 , 88.73
1.917 , 88.73
1.918 , 88.73
1.918 , 88.73
1.919 , 88.73
1.92 , 88.73
1.92 , 88.73
1.921 , 88.73
1.922 , 88.73
1.922 , 88.73
1.923 , 88.73
1.923 , 88.73
1.924 , 88.73
1.925 , 88.73
1.925 , 88.73
1.926 , 88.73
1.926 , 88.73
1.927 , 88.73
1.928 , 88.73
1.928 , 88.73
1.929 , 88.73
1.93 , 88.77
1.93 , 88.77
1.931 , 88.77
1.932 , 88.77
1.932 , 88.77
1.933 , 88.77
1.934 , 88.77
1.934 , 88.77
1.935 , 88.77
1.936 , 88.77
1.936 , 88.77
1.937 , 88.77
1.938 , 88.77
1.938 , 88.77
1.939 , 88.77
1.94 , 88.77
1.94 , 88.77
1.941 , 88.77
1.942 , 88.77
1.942 , 88.77
1.943 , 88.74
1.944 , 88.74
1.944 , 88.74
1.945 , 88.74
1.945 , 88.74
1.946 , 88.74
1.947 , 88.74
1.947 , 88.74
1.948 , 88.74
1.949 , 88.74
1.949 , 88.74
1.95 , 88.74
1.951 , 88.74
1.951 , 88.74
1.952 , 88.74
1.953 , 88.74
1.953 , 88.74
1.954 , 88.74
1.955 , 88.74
1.955 , 88.74
1.956 , 88.74
1.957 , 88.74
1.957 , 88.74
1.958 , 88.74
1.959 , 88.74
1.959 , 88.74
1.96 , 88.74
1.961 , 88.74
1.961 , 88.74
1.962 , 88.74
1.963 , 88.74
1.964 , 88.74
1.964 , 88.74
1.965 , 88.74
1.966 , 88.74
1.966 , 88.74
1.967 , 88.74
1.968 , 88.74
1.968 , 88.74
1.969 , 88.74
1.97 , 88.74
1.97 , 88.74
1.971 , 88.74
1.972 , 88.74
1.972 , 88.74
1.973 , 88.74
1.973 , 88.74
1.974 , 88.74
1.975 , 88.74
1.975 , 88.74
1.976 , 88.74
1.977 , 88.74
1.977 , 88.74
1.978 , 88.74
1.979 , 88.74
1.979 , 88.74
1.98 , 88.74
1.981 , 88.74
1.981 , 88.74
1.982 , 88.73
1.983 , 88.73
1.983 , 88.73
1.984 , 88.73
1.985 , 88.73
1.985 , 88.73
1.986 , 88.73
1.987 , 88.73
1.987 , 88.73
1.988 , 88.73
1.989 , 88.73
1.989 , 88.73
1.99 , 88.73
1.99 , 88.73
1.991 , 88.73
1.992 , 88.73
1.992 , 88.73
1.993 , 88.73
1.994 , 88.73
1.994 , 88.73
1.995 , 88.73
1.995 , 88.72
1.996 , 88.72
1.997 , 88.72
1.997 , 88.72
1.998 , 88.72
1.999 , 88.72
1.999 , 88.72
2.0 , 88.72
2.0 , 88.72
2.001 , 88.72
2.002 , 88.72
2.002 , 88.72
2.003 , 88.72
2.003 , 88.72
2.004 , 88.72
2.005 , 88.72
2.005 , 88.72
2.006 , 88.72
2.006 , 88.72
2.007 , 88.72
2.008 , 88.72
2.008 , 88.68
2.009 , 88.68
2.009 , 88.68
2.01 , 88.68
2.011 , 88.68
2.011 , 88.68
2.012 , 88.68
2.012 , 88.68
2.013 , 88.68
2.014 , 88.68
2.014 , 88.68
2.015 , 88.68
2.015 , 88.68
2.016 , 88.68
2.017 , 88.68
2.017 , 88.68
2.018 , 88.68
2.018 , 88.68
2.019 , 88.68
2.02 , 88.68
2.02 , 88.68
2.021 , 88.68
2.022 , 88.63
2.022 , 88.63
2.023 , 88.63
2.023 , 88.63
2.024 , 88.63
2.025 , 88.63
2.025 , 88.63
2.026 , 88.63
2.027 , 88.63
2.027 , 88.63
2.028 , 88.63
2.029 , 88.63
2.029 , 88.63
2.03 , 88.63
2.031 , 88.63
2.031 , 88.63
2.032 , 88.63
2.033 , 88.63
2.033 , 88.63
2.034 , 88.63
2.035 , 88.49
2.035 , 88.49
2.036 , 88.49
2.036 , 88.49
2.037 , 88.49
2.038 , 88.49
2.038 , 88.49
2.039 , 88.49
2.04 , 88.49
2.04 , 88.49
2.041 , 88.49
2.042 , 88.49
2.042 , 88.49
2.043 , 88.49
2.044 , 88.49
2.044 , 88.49
2.045 , 88.49
2.046 , 88.49
2.046 , 88.49
2.047 , 88.49
2.048 , 88.42
2.048 , 88.42
2.049 , 88.42
2.05 , 88.42
2.05 , 88.42
2.051 , 88.42
2.052 , 88.42
2.052 , 88.42
2.053 , 88.42
2.053 , 88.42
2.054 , 88.42
2.055 , 88.42
2.055 , 88.42
2.056 , 88.42
2.057 , 88.42
2.057 , 88.42
2.058 , 88.42
2.059 , 88.42
2.059 , 88.42
2.06 , 88.42
2.061 , 88.33
2.061 , 88.33
2.062 , 88.33
2.062 , 88.33
2.063 , 88.33
2.064 , 88.33
2.064 , 88.33
2.065 , 88.33
2.065 , 88.33
2.066 , 88.33
2.067 , 88.33
2.067 , 88.33
2.068 , 88.33
2.068 , 88.33
2.069 , 88.33
2.07 , 88.33
2.07 , 88.33
2.071 , 88.33
2.072 , 88.33
2.072 , 88.33
2.073 , 88.33
2.073 , 88.33
2.074 , 88.26
2.075 , 88.26
2.075 , 88.26
2.076 , 88.26
2.076 , 88.26
2.077 , 88.26
2.078 , 88.26
2.078 , 88.26
2.079 , 88.26
2.08 , 88.26
2.08 , 88.26
2.081 , 88.26
2.081 , 88.26
2.082 , 88.26
2.083 , 88.26
2.083 , 88.26
2.084 , 88.26
2.084 , 88.26
2.085 , 88.26
2.086 , 88.26
2.086 , 88.26
2.087 , 88.18
2.087 , 88.18
2.088 , 88.18
2.089 , 88.18
2.089 , 88.18
2.09 , 88.18
2.091 , 88.18
2.091 , 88.18
2.092 , 88.18
2.092 , 88.18
2.093 , 88.18
2.094 , 88.18
2.094 , 88.18
2.095 , 88.18
2.095 , 88.18
2.096 , 88.18
2.097 , 88.18
2.097 , 88.18
2.098 , 88.18
2.098 , 88.18
2.099 , 88.18
2.1 , 88.1
2.1 , 88.1
2.101 , 88.1
2.102 , 88.1
2.102 , 88.1
2.103 , 88.1
2.104 , 88.1
2.104 , 88.1
2.105 , 88.1
2.106 , 88.1
2.106 , 88.1
2.107 , 88.1
2.108 , 88.1
2.108 , 88.1
2.109 , 88.1
2.11 , 88.1
2.11 , 88.1
2.111 , 88.1
2.111 , 88.1
2.112 , 88.1
2.113 , 88.02
2.113 , 88.02
2.114 , 88.02
2.115 , 88.02
2.115 , 88.02
2.116 , 88.02
2.117 , 88.02
2.117 , 88.02
2.118 , 88.02
2.118 , 88.02
2.119 , 88.02
2.12 , 88.02
2.12 , 88.02
2.121 , 88.02
2.122 , 88.02
2.122 , 88.02
2.123 , 88.02
2.124 , 88.02
2.124 , 88.02
2.125 , 88.02
2.126 , 88.02
2.126 , 87.97
2.127 , 87.97
2.127 , 87.97
2.128 , 87.97
2.129 , 87.97
2.129 , 87.97
2.13 , 87.97
2.13 , 87.97
2.131 , 87.97
2.132 , 87.97
2.132 , 87.97
2.133 , 87.97
2.133 , 87.97
2.134 , 87.97
2.135 , 87.97
2.135 , 87.97
2.136 , 87.97
2.137 , 87.97
2.137 , 87.97
2.138 , 87.97
2.138 , 87.97
2.139 , 87.96
2.14 , 87.96
2.14 , 87.96
2.141 , 87.96
2.142 , 87.96
2.142 , 87.96
2.143 , 87.96
2.144 , 87.96
2.144 , 87.96
2.145 , 87.96
2.146 , 87.96
2.146 , 87.96
2.147 , 87.96
2.148 , 87.96
2.148 , 87.96
2.149 , 87.96
2.15 , 87.96
2.15 , 87.96
2.151 , 87.96
2.151 , 87.96
2.152 , 87.89
2.153 , 87.89
2.153 , 87.89
2.154 , 87.89
2.155 , 87.89
2.155 , 87.89
2.156 , 87.89
2.157 , 87.89
2.157 , 87.89
2.158 , 87.89
2.159 , 87.89
2.16 , 87.89
2.16 , 87.89
2.161 , 87.89
2.161 , 87.89
2.162 , 87.89
2.163 , 87.89
2.163 , 87.89
2.164 , 87.89
2.165 , 87.89
2.165 , 87.84
2.166 , 87.84
2.167 , 87.84
2.168 , 87.84
2.168 , 87.84
2.169 , 87.84
2.17 , 87.84
2.17 , 87.84
2.171 , 87.84
2.171 , 87.84
2.172 , 87.84
2.173 , 87.84
2.173 , 87.84
2.174 , 87.84
2.175 , 87.84
2.175 , 87.84
2.176 , 87.84
2.177 , 87.84
2.177 , 87.84
2.178 , 87.84
2.179 , 87.78
2.179 , 87.78
2.18 , 87.78
2.181 , 87.78
2.181 , 87.78
2.182 , 87.78
2.183 , 87.78
2.183 , 87.78
2.184 , 87.78
2.185 , 87.78
2.185 , 87.78
2.186 , 87.78
2.187 , 87.78
2.187 , 87.78
2.188 , 87.78
2.189 , 87.78
2.189 , 87.78
2.19 , 87.78
2.191 , 87.78
2.191 , 87.73
2.192 , 87.73
2.193 , 87.73
2.193 , 87.73
2.194 , 87.73
2.194 , 87.73
2.195 , 87.73
2.196 , 87.73
2.196 , 87.73
2.197 , 87.73
2.197 , 87.73
2.198 , 87.73
2.199 , 87.73
2.199 , 87.73
2.2 , 87.73
2.201 , 87.73
2.201 , 87.73
2.202 , 87.73
2.202 , 87.73
2.203 , 87.73
2.204 , 87.73
2.204 , 87.73
2.205 , 87.67
2.206 , 87.67
2.206 , 87.67
2.207 , 87.67
2.207 , 87.67
2.208 , 87.67
2.209 , 87.67
2.209 , 87.67
2.21 , 87.67
2.211 , 87.67
2.211 , 87.67
2.212 , 87.67
2.213 , 87.67
2.213 , 87.67
2.214 , 87.67
2.215 , 87.67
2.215 , 87.67
2.216 , 87.67
2.217 , 87.67
2.217 , 87.67
2.218 , 87.62
2.219 , 87.62
2.219 , 87.62
2.22 , 87.62
2.22 , 87.62
2.221 , 87.62
2.221 , 87.62
2.222 , 87.62
2.223 , 87.62
2.223 , 87.62
2.224 , 87.62
2.225 , 87.62
2.225 , 87.62
2.226 , 87.62
2.226 , 87.62
2.227 , 87.62
2.228 , 87.62
2.228 , 87.62
2.229 , 87.62
2.23 , 87.62
2.23 , 87.62
2.231 , 87.57
2.231 , 87.57
2.232 , 87.57
2.233 , 87.57
2.233 , 87.57
2.234 , 87.57
2.235 , 87.57
2.235 , 87.57
2.236 , 87.57
2.237 , 87.57
2.237 , 87.57
2.238 , 87.57
2.239 , 87.57
2.239 , 87.57
2.24 , 87.57
2.241 , 87.57
2.241 , 87.57
2.242 , 87.57
2.243 , 87.57
2.243 , 87.57
2.244 , 87.51
2.244 , 87.51
2.245 , 87.51
2.246 , 87.51
2.246 , 87.51
2.247 , 87.51
2.248 , 87.51
2.248 , 87.51
2.249 , 87.51
2.249 , 87.51
2.25 , 87.51
2.251 , 87.51
2.251 , 87.51
2.252 , 87.51
2.252 , 87.51
2.253 , 87.51
2.254 , 87.51
2.254 , 87.51
2.255 , 87.51
2.255 , 87.51
2.256 , 87.51
2.257 , 87.51
2.257 , 87.46
2.258 , 87.46
2.259 , 87.46
2.259 , 87.46
2.26 , 87.46
2.261 , 87.46
2.261 , 87.46
2.262 , 87.46
2.262 , 87.46
2.263 , 87.46
2.264 , 87.46
2.264 , 87.46
2.265 , 87.46
2.266 , 87.46
2.266 , 87.46
2.267 , 87.46
2.268 , 87.46
2.268 , 87.46
2.269 , 87.46
2.27 , 87.41
2.27 , 87.41
2.271 , 87.41
2.272 , 87.41
2.272 , 87.41
2.273 , 87.41
2.273 , 87.41
2.274 , 87.41
2.275 , 87.41
2.275 , 87.41
2.276 , 87.41
2.276 , 87.41
2.277 , 87.41
2.278 , 87.41
2.278 , 87.41
2.279 , 87.41
2.279 , 87.41
2.28 , 87.41
2.281 , 87.41
2.281 , 87.41
2.282 , 87.41
2.282 , 87.41
2.283 , 87.35
2.284 , 87.35
2.284 , 87.35
2.285 , 87.35
2.286 , 87.35
2.286 , 87.35
2.287 , 87.35
2.288 , 87.35
2.288 , 87.35
2.289 , 87.35
2.29 , 87.35
2.29 , 87.35
2.291 , 87.35
2.292 , 87.35
2.292 , 87.35
2.293 , 87.35
2.294 , 87.35
2.294 , 87.35
2.295 , 87.35
2.296 , 87.35
2.296 , 87.29
2.297 , 87.29
2.297 , 87.29
2.298 , 87.29
2.299 , 87.29
2.299 , 87.29
2.3 , 87.29
2.301 , 87.29
2.301 , 87.29
2.302 , 87.29
2.302 , 87.29
2.303 , 87.29
2.303 , 87.29
2.304 , 87.29
2.305 , 87.29
2.305 , 87.29
2.306 , 87.29
2.306 , 87.29
2.307 , 87.29
2.308 , 87.29
2.308 , 87.29
2.309 , 87.29
2.309 , 87.24
2.31 , 87.24
2.311 , 87.24
2.311 , 87.24
2.312 , 87.24
2.313 , 87.24
2.313 , 87.24
2.314 , 87.24
2.315 , 87.24
2.315 , 87.24
2.316 , 87.24
2.317 , 87.24
2.317 , 87.24
2.318 , 87.24
2.319 , 87.24
2.319 , 87.24
2.32 , 87.24
2.321 , 87.24
2.321 , 87.24
2.322 , 87.24
2.322 , 87.19
2.323 , 87.19
2.324 , 87.19
2.324 , 87.19
2.325 , 87.19
2.325 , 87.19
2.326 , 87.19
2.327 , 87.19
2.327 , 87.19
2.328 , 87.19
2.328 , 87.19
2.329 , 87.19
2.33 , 87.19
2.33 , 87.19
2.331 , 87.19
2.332 , 87.19
2.332 , 87.19
2.333 , 87.19
2.333 , 87.19
2.334 , 87.19
2.335 , 87.19
2.335 , 87.14
2.336 , 87.14
2.337 , 87.14
2.337 , 87.14
2.338 , 87.14
2.339 , 87.14
2.339 , 87.14
2.34 , 87.14
2.341 , 87.14
2.341 , 87.14
2.342 , 87.14
2.342 , 87.14
2.343 , 87.14
2.344 , 87.14
2.344 , 87.14
2.345 , 87.14
2.346 , 87.14
2.346 , 87.14
2.347 , 87.14
2.348 , 87.14
2.348 , 87.14
2.349 , 87.09
2.35 , 87.09
2.35 , 87.09
2.351 , 87.09
2.352 , 87.09
2.352 , 87.09
2.353 , 87.09
2.354 , 87.09
2.354 , 87.09
2.355 , 87.09
2.355 , 87.09
2.356 , 87.09
2.357 , 87.09
2.357 , 87.09
2.358 , 87.09
2.359 , 87.09
2.359 , 87.09
2.36 , 87.09
2.361 , 87.09
2.361 , 87.04
2.362 , 87.04
2.363 , 87.04
2.363 , 87.04
2.364 , 87.04
2.364 , 87.04
2.365 , 87.04
2.366 , 87.04
2.366 , 87.04
2.367 , 87.04
2.367 , 87.04
2.368 , 87.04
2.369 , 87.04
2.369 , 87.04
2.37 , 87.04
2.37 , 87.04
2.371 , 87.04
2.372 , 87.04
2.372 , 87.04
2.373 , 87.04
2.374 , 87.04
2.374 , 87.04
2.375 , 86.99
2.375 , 86.99
2.376 , 86.99
2.377 , 86.99
2.377 , 86.99
2.378 , 86.99
2.379 , 86.99
2.379 , 86.99
2.38 , 86.99
2.381 , 86.99
2.381 , 86.99
2.382 , 86.99
2.383 , 86.99
2.383 , 86.99
2.384 , 86.99
2.385 , 86.99
2.385 , 86.99
2.386 , 86.99
2.387 , 86.99
2.387 , 86.99
2.388 , 86.93
2.389 , 86.93
2.389 , 86.93
2.39 , 86.93
2.391 , 86.93
2.391 , 86.93
2.392 , 86.93
2.392 , 86.93
2.393 , 86.93
2.394 , 86.93
2.394 , 86.93
2.395 , 86.93
2.395 , 86.93
2.396 , 86.93
2.397 , 86.93
2.397 , 86.93
2.398 , 86.93
2.399 , 86.93
2.399 , 86.93
2.4 , 86.93
2.4 , 86.93
2.401 , 86.88
2.402 , 86.88
2.402 , 86.88
2.403 , 86.88
2.404 , 86.88
2.404 , 86.88
2.405 , 86.88
2.406 , 86.88
2.406 , 86.88
2.407 , 86.88
2.408 , 86.88
2.408 , 86.88
2.409 , 86.88
2.41 , 86.88
2.41 , 86.88
2.411 , 86.88
2.412 , 86.88
2.42 , 86.83
2.421 , 86.83
2.421 , 86.83
2.422 , 86.83
2.422 , 86.83
2.423 , 86.83
2.424 , 86.83
2.424 , 86.83
2.425 , 86.83
2.425 , 86.83
2.426 , 86.83
2.427 , 86.83
2.427 , 86.78
2.428 , 86.78
2.429 , 86.78
2.429 , 86.78
2.43 , 86.78
2.431 , 86.78
2.431 , 86.78
2.432 , 86.78
2.433 , 86.78
2.433 , 86.78
2.434 , 86.78
2.435 , 86.78
2.435 , 86.78
2.436 , 86.78
2.437 , 86.78
2.437 , 86.78
2.438 , 86.78
2.439 , 86.78
2.439 , 86.78
2.44 , 86.72
2.441 , 86.72
2.441 , 86.72
2.442 , 86.72
2.442 , 86.72
2.443 , 86.72
2.444 , 86.72
2.444 , 86.72
2.445 , 86.72
2.445 , 86.72
2.446 , 86.72
2.447 , 86.72
2.447 , 86.72
2.448 , 86.72
2.448 , 86.72
2.449 , 86.72
2.45 , 86.72
2.45 , 86.72
2.451 , 86.72
2.452 , 86.72
2.452 , 86.72
2.453 , 86.72
2.453 , 86.68
2.454 , 86.68
2.455 , 86.68
2.455 , 86.68
2.456 , 86.68
2.457 , 86.68
2.457 , 86.68
2.458 , 86.68
2.458 , 86.68
2.459 , 86.68
2.46 , 86.68
2.46 , 86.68
2.461 , 86.68
2.461 , 86.68
2.462 , 86.68
2.463 , 86.68
2.463 , 86.68
2.464 , 86.68
2.464 , 86.68
2.465 , 86.68
2.466 , 86.68
2.466 , 86.62
2.467 , 86.62
2.468 , 86.62
2.468 , 86.62
2.469 , 86.62
2.469 , 86.62
2.47 , 86.62
2.471 , 86.62
2.471 , 86.62
2.472 , 86.62
2.472 , 86.62
2.473 , 86.62
2.474 , 86.62
2.474 , 86.62
2.475 , 86.62
2.476 , 86.62
2.476 , 86.62
2.477 , 86.62
2.477 , 86.62
2.478 , 86.62
2.479 , 86.62
2.479 , 86.58
2.48 , 86.58
2.481 , 86.58
2.481 , 86.58
2.482 , 86.58
2.482 , 86.58
2.483 , 86.58
2.484 , 86.58
2.484 , 86.58
2.485 , 86.58
2.486 , 86.58
2.486 , 86.58
2.487 , 86.58
2.487 , 86.58
2.488 , 86.58
2.489 , 86.58
2.489 , 86.58
2.49 , 86.58
2.49 , 86.58
2.491 , 86.58
2.492 , 86.58
2.492 , 86.58
2.493 , 86.65
2.493 , 86.65
2.494 , 86.65
2.495 , 86.65
2.495 , 86.65
2.496 , 86.65
2.497 , 86.65
2.497 , 86.65
2.498 , 86.65
2.498 , 86.65
2.499 , 86.65
2.5 , 86.65
2.5 , 86.65
2.501 , 86.65
2.502 , 86.65
2.502 , 86.65
2.503 , 86.65
2.503 , 86.65
2.504 , 86.65
2.504 , 86.65
2.505 , 86.65
2.506 , 86.66
2.506 , 86.66
2.507 , 86.66
2.507 , 86.66
2.508 , 86.66
2.509 , 86.66
2.509 , 86.66
2.51 , 86.66
2.511 , 86.66
2.511 , 86.66
2.512 , 86.66
2.512 , 86.66
2.513 , 86.66
2.514 , 86.66
2.514 , 86.66
2.515 , 86.66
2.515 , 86.66
2.516 , 86.66
2.517 , 86.66
2.517 , 86.66
2.518 , 86.66
2.519 , 86.64
2.519 , 86.64
2.52 , 86.64
2.521 , 86.64
2.521 , 86.64
2.522 , 86.64
2.523 , 86.64
2.523 , 86.64
2.524 , 86.64
2.524 , 86.64
2.525 , 86.64
2.526 , 86.64
2.526 , 86.64
2.527 , 86.64
2.528 , 86.64
2.528 , 86.64
2.529 , 86.64
2.53 , 86.64
2.53 , 86.64
2.531 , 86.64
2.532 , 86.66
2.532 , 86.66
2.533 , 86.66
2.533 , 86.66
2.534 , 86.66
2.535 , 86.66
2.535 , 86.66
2.536 , 86.66
2.536 , 86.66
2.537 , 86.66
2.538 , 86.66
2.538 , 86.66
2.539 , 86.66
2.54 , 86.66
2.54 , 86.66
2.541 , 86.66
2.541 , 86.66
2.542 , 86.66
2.543 , 86.66
2.543 , 86.66
2.544 , 86.66
2.545 , 86.8
2.545 , 86.8
2.546 , 86.8
2.546 , 86.8
2.547 , 86.8
2.548 , 86.8
2.548 , 86.8
2.549 , 86.8
2.549 , 86.8
2.55 , 86.8
2.551 , 86.8
2.551 , 86.8
2.552 , 86.8
2.552 , 86.8
2.553 , 86.8
2.554 , 86.8
2.554 , 86.8
2.555 , 86.8
2.555 , 86.8
2.556 , 86.8
2.557 , 86.8
2.557 , 86.8
2.558 , 87.28
2.559 , 87.28
2.559 , 87.28
2.56 , 87.28
2.561 , 87.28
2.561 , 87.28
2.562 , 87.28
2.562 , 87.28
2.563 , 87.28
2.564 , 87.28
2.565 , 87.28
2.565 , 87.28
2.566 , 87.28
2.567 , 87.28
2.567 , 87.28
2.568 , 87.28
2.569 , 87.28
2.569 , 87.28
2.57 , 87.28
2.57 , 87.28
2.571 , 87.62
2.572 , 87.62
2.572 , 87.62
2.573 , 87.62
2.574 , 87.62
2.574 , 87.62
2.575 , 87.62
2.575 , 87.62
2.576 , 87.62
2.577 , 87.62
2.577 , 87.62
2.578 , 87.62
2.579 , 87.62
2.579 , 87.62
2.58 , 87.62
2.58 , 87.62
2.581 , 87.62
2.582 , 87.62
2.582 , 87.62
2.583 , 87.62
2.584 , 87.62
2.584 , 88.14
2.585 , 88.14
2.585 , 88.14
2.586 , 88.14
2.587 , 88.14
2.587 , 88.14
2.588 , 88.14
2.589 , 88.14
2.59 , 88.14
2.59 , 88.14
2.591 , 88.14
2.592 , 88.14
2.592 , 88.14
2.593 , 88.14
2.593 , 88.14
2.594 , 88.14
2.595 , 88.14
2.595 , 88.14
2.596 , 88.14
2.597 , 88.14
2.597 , 88.54
2.598 , 88.54
2.599 , 88.54
2.599 , 88.54
2.6 , 88.54
2.601 , 88.54
2.601 , 88.54
2.602 , 88.54
2.602 , 88.54
2.603 , 88.54
2.604 , 88.54
2.604 , 88.54
2.605 , 88.54
2.605 , 88.54
2.606 , 88.54
2.607 , 88.54
2.607 , 88.54
2.608 , 88.54
2.608 , 88.54
2.609 , 88.54
2.61 , 88.54
2.61 , 88.87
2.611 , 88.87
2.612 , 88.87
2.612 , 88.87
2.613 , 88.87
2.613 , 88.87
2.614 , 88.87
2.615 , 88.87
2.615 , 88.87
2.616 , 88.87
2.616 , 88.87
2.617 , 88.87
2.618 , 88.87
2.618 , 88.87
2.619 , 88.87
2.62 , 88.87
2.62 , 88.87
2.621 , 88.87
2.621 , 88.87
2.622 , 88.87
2.623 , 88.87
2.623 , 89.18
2.624 , 89.18
2.625 , 89.18
2.625 , 89.18
2.626 , 89.18
2.626 , 89.18
2.627 , 89.18
2.628 , 89.18
2.628 , 89.18
2.629 , 89.18
2.629 , 89.18
2.63 , 89.18
2.631 , 89.18
2.631 , 89.18
2.632 , 89.18
2.633 , 89.18
2.633 , 89.18
2.634 , 89.18
2.634 , 89.18
2.635 , 89.18
2.636 , 89.18
2.636 , 89.18
2.637 , 89.41
2.637 , 89.41
2.638 , 89.41
2.639 , 89.41
2.639 , 89.41
2.64 , 89.41
2.64 , 89.41
2.641 , 89.41
2.642 , 89.41
2.642 , 89.41
2.643 , 89.41
2.644 , 89.41
2.644 , 89.41
2.645 , 89.41
2.645 , 89.41
2.646 , 89.41
2.647 , 89.41
2.647 , 89.41
2.648 , 89.41
2.648 , 89.41
2.649 , 89.41
2.65 , 89.0
2.65 , 89.0
2.651 , 89.0
2.651 , 89.0
2.652 , 89.0
2.653 , 89.0
2.653 , 89.0
2.654 , 89.0
2.654 , 89.0
2.655 , 89.0
2.656 , 89.0
2.656 , 89.0
2.657 , 89.0
2.657 , 89.0
2.658 , 89.0
2.659 , 89.0
2.659 , 89.0
2.66 , 89.0
2.66 , 89.0
2.661 , 89.0
2.662 , 89.0
2.662 , 89.0
2.663 , 88.68
2.663 , 88.68
2.664 , 88.68
2.665 , 88.68
2.665 , 88.68
2.666 , 88.68
2.667 , 88.68
2.667 , 88.68
2.668 , 88.68
2.669 , 88.68
2.669 , 88.68
2.67 , 88.68
2.67 , 88.68
2.671 , 88.68
2.672 , 88.68
2.672 , 88.68
2.673 , 88.68
2.673 , 88.68
2.674 , 88.68
2.675 , 88.68
2.675 , 88.68
2.676 , 88.79
2.677 , 88.79
2.677 , 88.79
2.678 , 88.79
2.678 , 88.79
2.679 , 88.79
2.68 , 88.79
2.68 , 88.79
2.681 , 88.79
2.682 , 88.79
2.682 , 88.79
2.683 , 88.79
2.683 , 88.79
2.684 , 88.79
2.685 , 88.79
2.685 , 88.79
2.686 , 88.79
2.687 , 88.79
2.687 , 88.79
2.688 , 88.79
2.688 , 88.79
2.689 , 88.75
2.69 , 88.75
2.69 , 88.75
2.691 , 88.75
2.692 , 88.75
2.692 , 88.75
2.693 , 88.75
2.693 , 88.75
2.694 , 88.75
2.695 , 88.75
2.695 , 88.75
2.696 , 88.75
2.697 , 88.75
2.697 , 88.75
2.698 , 88.75
2.698 , 88.75
2.699 , 88.75
2.7 , 88.75
2.7 , 88.75
2.701 , 88.75
2.702 , 88.75
2.702 , 88.74
2.703 , 88.74
2.703 , 88.74
2.704 , 88.74
2.705 , 88.74
2.705 , 88.74
2.706 , 88.74
2.707 , 88.74
2.707 , 88.74
2.708 , 88.74
2.709 , 88.74
2.709 , 88.74
2.71 , 88.74
2.711 , 88.74
2.711 , 88.74
2.712 , 88.74
2.713 , 88.74
2.713 , 88.74
2.714 , 88.74
2.715 , 88.74
2.715 , 88.74
2.716 , 88.74
2.717 , 88.74
2.717 , 88.74
2.718 , 88.74
2.719 , 88.74
2.719 , 88.74
2.72 , 88.74
2.721 , 88.74
2.721 , 88.74
2.722 , 88.74
2.723 , 88.74
2.723 , 88.74
2.724 , 88.74
2.725 , 88.74
2.725 , 88.74
2.726 , 88.74
2.727 , 88.74
2.727 , 88.74
2.728 , 88.74
2.729 , 88.74
2.729 , 88.74
2.73 , 88.74
2.731 , 88.74
2.731 , 88.74
2.732 , 88.74
2.733 , 88.74
2.733 , 88.74
2.734 , 88.74
2.735 , 88.74
2.735 , 88.74
2.736 , 88.74
2.737 , 88.74
2.737 , 88.74
2.738 , 88.74
2.739 , 88.74
2.74 , 88.74
2.74 , 88.74
2.741 , 88.74
2.741 , 88.73
2.742 , 88.73
2.743 , 88.73
2.743 , 88.73
2.744 , 88.73
2.745 , 88.73
2.745 , 88.73
2.746 , 88.73
2.746 , 88.73
2.747 , 88.73
2.748 , 88.73
2.748 , 88.73
2.749 , 88.73
2.75 , 88.73
2.75 , 88.73
2.751 , 88.73
2.751 , 88.73
2.752 , 88.73
2.753 , 88.73
2.753 , 88.73
2.754 , 88.73
2.754 , 88.7
2.755 , 88.7
2.756 , 88.7
2.756 , 88.7
2.757 , 88.7
2.758 , 88.7
2.759 , 88.7
2.759 , 88.7
2.76 , 88.7
2.761 , 88.7
2.761 , 88.7
2.762 , 88.7
2.763 , 88.7
2.763 , 88.7
2.764 , 88.7
2.765 , 88.7
2.765 , 88.7
2.766 , 88.7
2.766 , 88.7
2.767 , 88.7
2.768 , 88.66
2.768 , 88.66
2.769 , 88.66
2.77 , 88.66
2.77 , 88.66
2.771 , 88.66
2.772 , 88.66
2.772 , 88.66
2.773 , 88.66
2.773 , 88.66
2.774 , 88.66
2.775 , 88.66
2.775 , 88.66
2.776 , 88.66
2.777 , 88.66
2.777 , 88.66
2.778 , 88.66
2.778 , 88.66
2.779 , 88.66
2.78 , 88.66
2.78 , 88.54
2.781 , 88.54
2.782 , 88.54
