t,pwm
3.015 , 29954.54
3.018 , 29279.46
3.02 , 29307.75
3.023 , 29232.64
3.026 , 29204.26
3.028 , 29952.36
3.031 , 29277.61
3.033 , 29305.55
3.036 , 29230.59
3.039 , 29202.21
3.041 , 29950.48
3.044 , 29275.38
3.047 , 29247.34
3.049 , 29275.34
3.052 , 29200.11
3.054 , 29948.19
3.057 , 29273.43
3.06 , 29245.22
3.063 , 29216.9
3.065 , 29244.61
3.068 , 29889.86
3.07 , 29318.06
3.073 , 29243.01
3.076 , 29214.5
3.079 , 29186.21
3.081 , 29934.61
3.084 , 29259.31
3.086 , 29287.53
3.089 , 29212.35
3.092 , 29183.91
3.094 , 29931.94
3.097 , 29257.12
3.1 , 29228.86
3.102 , 29256.62
3.105 , 29901.92
3.108 , 29273.87
3.118 , 29572.28
3.121 , 29271.82
3.123 , 29299.76
3.126 , 29224.79
3.129 , 29196.41
3.132 , 29888.36
3.134 , 29316.39
3.137 , 29241.49
3.139 , 29269.49
3.142 , 29194.07
3.145 , 29766.15
3.147 , 29294.22
3.15 , 29219.09
3.153 , 29190.5
3.155 , 29218.45
3.158 , 29623.44
3.16 , 29251.1
3.163 , 29175.96
3.165 , 29203.7
3.168 , 29128.21
3.171 , 29819.72
3.173 , 29247.83
3.176 , 29172.52
3.178 , 29200.08
3.181 , 29124.73
3.184 , 29936.44
3.186 , 29264.52
3.189 , 29189.1
3.192 , 29160.75
3.194 , 29188.45
3.197 , 29833.37
3.2 , 29204.89
3.202 , 29232.93
3.205 , 29157.57
3.207 , 29185.09
3.21 , 29950.35
3.213 , 29222.03
3.215 , 29249.98
3.218 , 29174.52
3.22 , 29202.45
3.223 , 29847.43
3.226 , 29219.2
3.228 , 29246.97
3.231 , 29171.84
3.233 , 29199.42
3.236 , 29844.55
3.239 , 29216.32
3.241 , 29244.26
3.244 , 29168.97
3.247 , 29140.23
3.249 , 30008.67
3.252 , 29233.57
3.254 , 29261.41
3.257 , 29186.34
3.26 , 29157.86
3.263 , 29969.73
3.265 , 29297.79
3.268 , 29222.88
3.27 , 29250.86
3.273 , 29175.42
3.276 , 29867.5
3.278 , 29295.69
3.281 , 29220.61
3.284 , 29192.27
3.286 , 29219.95
3.289 , 29865.36
3.292 , 29237.08
3.294 , 29264.93
3.297 , 29189.89
3.3 , 29161.44
3.302 , 29909.45
3.305 , 29234.61
3.307 , 29262.65
3.31 , 29187.45
3.313 , 29158.99
3.316 , 29970.69
3.318 , 29299.11
3.321 , 29224.06
3.323 , 29251.87
3.326 , 29176.79
3.329 , 29868.73
3.332 , 29240.63
3.334 , 29268.51
3.337 , 29193.49
3.339 , 29221.37
3.342 , 29866.47
3.345 , 29238.35
3.347 , 29266.41
3.35 , 29191.23
3.353 , 29883.06
3.355 , 29311.48
3.358 , 29236.49
3.361 , 29208.23
3.363 , 29235.98
3.366 , 29881.3
3.369 , 29253.24
3.371 , 29281.18
3.374 , 29206.22
3.376 , 29234.16
3.379 , 29879.31
