t,o,f
2.484 , -0.14 , -0.13
2.485 , -0.14 , -0.13
2.486 , -0.14 , -0.13
2.487 , -0.09 , -0.11
2.488 , -0.09 , -0.1
2.489 , -0.14 , -0.12
2.49 , -0.14 , -0.13
2.491 , -0.14 , -0.13
2.492 , -0.14 , -0.13
2.492 , -0.14 , -0.13
2.493 , -0.14 , -0.13
2.494 , -0.14 , -0.13
2.495 , -0.09 , -0.11
2.496 , -0.09 , -0.1
2.497 , -0.09 , -0.1
2.498 , -0.09 , -0.1
2.499 , -0.09 , -0.1
2.5 , -0.14 , -0.12
2.501 , -0.09 , -0.11
2.501 , -0.14 , -0.12
2.502 , -0.14 , -0.13
2.503 , -0.16 , -0.14
2.504 , -0.14 , -0.14
2.505 , -0.09 , -0.12
2.506 , -0.09 , -0.11
2.507 , -0.09 , -0.1
2.508 , -0.14 , -0.12
2.509 , -0.09 , -0.11
2.51 , -0.14 , -0.12
2.511 , -0.14 , -0.13
2.511 , -0.09 , -0.11
2.512 , -0.14 , -0.12
2.513 , -0.14 , -0.13
2.514 , -0.14 , -0.13
2.515 , -0.09 , -0.11
2.516 , -0.14 , -0.12
2.517 , -0.14 , -0.13
2.518 , -0.14 , -0.13
2.519 , -0.16 , -0.14
2.519 , -0.09 , -0.12
2.52 , -0.09 , -0.11
2.521 , -0.14 , -0.12
2.522 , -0.09 , -0.11
2.523 , -0.14 , -0.12
2.524 , -0.16 , -0.14
2.525 , -0.14 , -0.14
2.526 , -0.09 , -0.12
2.527 , -0.16 , -0.14
2.528 , -0.14 , -0.14
2.529 , -0.14 , -0.14
2.529 , -0.14 , -0.14
2.53 , -0.14 , -0.14
2.531 , -0.14 , -0.14
2.532 , -0.09 , -0.12
2.533 , -0.09 , -0.11
2.534 , -0.14 , -0.12
2.535 , -0.09 , -0.11
2.536 , -0.14 , -0.12
2.537 , -0.09 , -0.11
2.538 , -0.16 , -0.13
2.538 , -0.09 , -0.11
2.539 , -0.09 , -0.1
2.54 , -0.14 , -0.12
2.541 , -0.14 , -0.13
2.542 , -0.14 , -0.13
2.543 , -0.14 , -0.13
2.544 , -0.14 , -0.13
2.545 , -0.14 , -0.13
2.546 , -0.14 , -0.13
2.546 , -0.09 , -0.11
2.547 , -0.14 , -0.12
2.548 , -0.14 , -0.13
2.549 , -0.09 , -0.11
2.55 , -0.14 , -0.12
2.551 , -0.14 , -0.13
2.552 , -0.07 , -0.11
2.553 , -0.14 , -0.12
2.554 , -0.14 , -0.13
2.555 , -0.14 , -0.13
2.555 , -0.09 , -0.11
2.556 , -0.14 , -0.12
2.557 , -0.14 , -0.13
2.558 , -0.14 , -0.13
2.559 , -0.14 , -0.13
2.56 , -0.09 , -0.11
2.561 , -0.14 , -0.12
2.562 , -0.14 , -0.13
2.563 , -0.09 , -0.11
2.563 , -0.14 , -0.12
2.564 , -0.14 , -0.13
2.565 , -0.09 , -0.11
2.566 , -0.09 , -0.1
2.567 , -0.14 , -0.12
2.568 , -0.14 , -0.13
2.569 , -0.16 , -0.14
2.57 , -0.09 , -0.12
2.571 , -0.14 , -0.13
2.572 , -0.14 , -0.13
2.573 , -0.09 , -0.11
2.573 , -0.09 , -0.1
2.574 , -0.09 , -0.1
2.575 , -0.14 , -0.12
2.576 , -0.14 , -0.13
2.577 , -0.09 , -0.11
2.578 , -0.16 , -0.13
2.579 , -0.14 , -0.13
2.58 , -0.14 , -0.13
2.581 , -0.14 , -0.13
2.582 , -0.14 , -0.13
2.583 , -0.14 , -0.13
2.583 , -0.09 , -0.11
2.584 , -0.14 , -0.12
2.585 , -0.14 , -0.13
2.586 , -0.14 , -0.13
2.587 , -0.14 , -0.13
2.588 , -0.14 , -0.13
2.589 , -0.09 , -0.11
2.59 , -0.14 , -0.12
2.591 , -0.16 , -0.14
2.592 , -0.14 , -0.14
2.593 , -0.14 , -0.14
2.593 , -0.14 , -0.14
2.594 , -0.14 , -0.14
2.595 , -0.09 , -0.12
2.596 , -0.14 , -0.13
2.597 , -0.09 , -0.11
2.598 , -0.14 , -0.12
2.599 , -0.14 , -0.13
2.6 , -0.09 , -0.11
2.601 , -0.14 , -0.12
2.602 , -0.14 , -0.13
2.603 , -0.14 , -0.13
2.603 , -0.14 , -0.13
2.604 , -0.09 , -0.11
2.605 , -0.14 , -0.12
2.606 , -0.14 , -0.13
2.607 , -0.09 , -0.11
2.608 , -0.09 , -0.1
2.609 , -0.14 , -0.12
2.61 , -0.09 , -0.11
2.611 , -0.16 , -0.13
2.612 , -0.09 , -0.11
2.612 , -0.14 , -0.12
2.613 , -0.07 , -0.1
2.614 , -0.14 , -0.12
2.615 , -0.14 , -0.13
2.616 , -0.14 , -0.13
2.617 , -0.14 , -0.13
2.618 , -0.09 , -0.11
2.619 , -0.09 , -0.1
2.62 , -0.16 , -0.12
2.62 , -0.14 , -0.13
2.621 , -0.14 , -0.13
2.622 , -0.14 , -0.13
2.623 , -0.14 , -0.13
2.624 , -0.09 , -0.11
2.625 , -0.14 , -0.12
2.626 , -0.09 , -0.11
2.627 , -0.14 , -0.12
2.628 , -0.09 , -0.11
2.628 , -0.14 , -0.12
2.629 , -0.14 , -0.13
2.63 , -0.14 , -0.13
2.631 , -0.09 , -0.11
2.632 , -0.14 , -0.12
2.633 , -0.09 , -0.11
2.634 , -0.09 , -0.1
2.635 , -0.09 , -0.1
2.636 , -0.09 , -0.1
2.637 , -0.14 , -0.12
2.637 , -0.14 , -0.13
2.638 , -0.09 , -0.11
2.639 , -0.09 , -0.1
2.64 , -0.09 , -0.1
2.641 , -0.09 , -0.1
2.642 , -0.16 , -0.12
2.643 , -0.14 , -0.13
2.644 , -0.14 , -0.13
2.645 , -0.14 , -0.13
2.646 , -0.09 , -0.11
2.646 , -0.14 , -0.12
2.647 , -0.09 , -0.11
2.648 , -0.07 , -0.09
2.649 , -0.09 , -0.09
2.65 , -0.09 , -0.09
2.651 , -0.14 , -0.11
2.652 , -0.09 , -0.1
2.653 , -0.09 , -0.1
2.654 , -0.09 , -0.1
2.655 , -0.14 , -0.12
2.656 , -0.14 , -0.13
2.657 , -0.09 , -0.11
2.658 , -0.14 , -0.12
2.666 , -0.14 , -0.13
2.667 , -0.14 , -0.13
2.668 , -0.16 , -0.14
2.669 , -0.14 , -0.14
2.67 , -0.14 , -0.14
2.671 , -0.14 , -0.14
2.672 , -0.14 , -0.14
2.673 , -0.14 , -0.14
2.674 , -0.14 , -0.14
2.674 , -0.14 , -0.14
2.675 , -0.14 , -0.14
2.676 , -0.14 , -0.14
2.677 , -0.09 , -0.12
2.678 , -0.09 , -0.11
2.679 , -0.14 , -0.12
2.68 , -0.14 , -0.13
2.681 , -0.14 , -0.13
2.682 , -0.09 , -0.11
2.683 , -0.14 , -0.12
2.684 , -0.09 , -0.11
2.684 , -0.16 , -0.13
2.685 , -0.09 , -0.11
2.686 , -0.07 , -0.09
2.687 , -0.14 , -0.11
2.688 , -0.14 , -0.12
2.689 , -0.09 , -0.11
2.69 , -0.09 , -0.1
2.691 , -0.14 , -0.12
2.692 , -0.09 , -0.11
2.693 , -0.14 , -0.12
2.694 , -0.09 , -0.11
2.694 , -0.09 , -0.1
2.695 , -0.09 , -0.1
2.696 , -0.09 , -0.1
2.697 , -0.09 , -0.1
2.698 , -0.09 , -0.1
2.699 , -0.05 , -0.08
2.7 , 0.0 , -0.05
2.701 , 0.09 , 0.01
2.702 , 0.18 , 0.08
2.703 , 0.32 , 0.18
2.704 , 0.55 , 0.33
2.705 , 0.73 , 0.49
2.705 , 0.94 , 0.67
2.706 , 1.1 , 0.84
2.707 , 1.3 , 1.02
2.708 , 1.49 , 1.21
2.709 , 1.56 , 1.35
2.709 , 1.65 , 1.47
2.71 , 1.79 , 1.6
2.711 , 1.92 , 1.73
2.712 , 2.06 , 1.86
2.713 , 2.17 , 1.98
2.713 , 2.29 , 2.1
2.714 , 2.38 , 2.21
2.715 , 2.45 , 2.31
2.716 , 2.52 , 2.39
2.717 , 2.61 , 2.48
2.717 , 2.68 , 2.56
2.718 , 2.75 , 2.64
2.719 , 2.84 , 2.72
2.72 , 2.91 , 2.8
2.72 , 2.98 , 2.87
2.721 , 3.0 , 2.92
2.722 , 3.09 , 2.99
2.723 , 3.09 , 3.03
2.724 , 3.2 , 3.1
2.724 , 3.3 , 3.18
2.725 , 3.36 , 3.25
2.726 , 3.39 , 3.31
2.727 , 3.43 , 3.36
2.728 , 3.46 , 3.4
2.729 , 3.55 , 3.46
2.729 , 3.59 , 3.51
2.73 , 3.69 , 3.58
2.731 , 3.75 , 3.65
2.732 , 3.78 , 3.7
2.733 , 3.85 , 3.76
2.733 , 3.91 , 3.82
2.734 , 3.96 , 3.88
2.735 , 4.05 , 3.95
2.736 , 4.05 , 3.99
2.737 , 4.12 , 4.04
2.737 , 4.14 , 4.08
2.738 , 4.21 , 4.13
2.739 , 4.23 , 4.17
2.74 , 4.28 , 4.21
2.741 , 4.23 , 4.22
2.741 , 4.3 , 4.25
2.742 , 4.37 , 4.3
2.743 , 4.42 , 4.35
2.744 , 4.42 , 4.38
2.744 , 4.46 , 4.41
2.745 , 4.44 , 4.42
2.746 , 4.46 , 4.44
2.747 , 4.46 , 4.45
2.748 , 4.51 , 4.47
2.748 , 4.53 , 4.49
2.749 , 4.58 , 4.53
2.75 , 4.58 , 4.55
2.751 , 4.6 , 4.57
2.752 , 4.65 , 4.6
2.752 , 4.67 , 4.63
2.753 , 4.65 , 4.64
2.754 , 4.69 , 4.66
2.755 , 4.69 , 4.67
2.756 , 4.76 , 4.71
2.756 , 4.76 , 4.73
2.757 , 4.81 , 4.76
2.758 , 4.83 , 4.79
2.759 , 4.83 , 4.81
2.76 , 4.83 , 4.82
2.761 , 4.9 , 4.85
2.761 , 4.9 , 4.87
2.762 , 4.92 , 4.89
2.763 , 4.97 , 4.92
2.764 , 4.97 , 4.94
2.765 , 4.99 , 4.96
2.765 , 5.04 , 4.99
2.766 , 5.06 , 5.02
2.767 , 5.06 , 5.04
2.768 , 5.06 , 5.05
2.769 , 5.1 , 5.07
2.77 , 5.13 , 5.09
2.77 , 5.13 , 5.11
2.771 , 5.17 , 5.13
2.772 , 5.17 , 5.15
2.773 , 5.17 , 5.16
2.773 , 5.17 , 5.16
2.774 , 5.17 , 5.16
2.775 , 5.17 , 5.16
2.776 , 5.2 , 5.18
2.777 , 5.2 , 5.19
2.778 , 5.2 , 5.19
2.778 , 5.22 , 5.2
2.779 , 5.22 , 5.21
2.78 , 5.22 , 5.21
2.781 , 5.2 , 5.21
2.782 , 5.2 , 5.21
2.782 , 5.22 , 5.21
2.783 , 5.22 , 5.21
2.784 , 5.22 , 5.21
2.785 , 5.29 , 5.24
2.786 , 5.29 , 5.26
2.787 , 5.29 , 5.27
2.787 , 5.33 , 5.29
2.788 , 5.36 , 5.32
2.789 , 5.33 , 5.32
2.79 , 5.36 , 5.34
2.791 , 5.36 , 5.35
2.792 , 5.42 , 5.38
2.792 , 5.4 , 5.39
2.793 , 5.42 , 5.4
2.794 , 5.42 , 5.41
2.795 , 5.49 , 5.44
2.795 , 5.49 , 5.46
2.796 , 5.52 , 5.48
2.797 , 5.56 , 5.51
2.798 , 5.52 , 5.51
2.799 , 5.52 , 5.51
2.8 , 5.58 , 5.54
2.8 , 5.58 , 5.56
2.801 , 5.63 , 5.59
2.802 , 5.63 , 5.61
2.803 , 5.65 , 5.63
2.804 , 5.65 , 5.64
2.804 , 5.65 , 5.64
2.805 , 5.68 , 5.66
2.806 , 5.68 , 5.67
2.807 , 5.72 , 5.69
2.808 , 5.72 , 5.7
2.809 , 5.75 , 5.72
2.809 , 5.75 , 5.73
2.81 , 5.81 , 5.76
2.811 , 5.79 , 5.77
2.812 , 5.81 , 5.79
2.813 , 5.81 , 5.8
2.814 , 5.88 , 5.83
2.814 , 5.88 , 5.85
2.815 , 5.91 , 5.87
2.816 , 5.91 , 5.89
2.817 , 5.95 , 5.91
2.818 , 5.95 , 5.93
2.819 , 5.97 , 5.95
2.82 , 5.97 , 5.96
2.821 , 6.04 , 5.99
2.821 , 6.09 , 6.03
2.822 , 6.04 , 6.03
2.823 , 6.09 , 6.05
2.824 , 6.09 , 6.07
2.824 , 6.09 , 6.08
2.825 , 6.11 , 6.09
2.826 , 6.09 , 6.09
2.827 , 6.11 , 6.1
2.828 , 6.04 , 6.08
2.828 , 6.09 , 6.08
2.829 , 6.09 , 6.08
2.83 , 6.04 , 6.06
2.831 , 6.04 , 6.05
2.832 , 6.04 , 6.05
2.833 , 6.02 , 6.04
2.833 , 6.04 , 6.04
2.834 , 6.02 , 6.03
2.835 , 5.97 , 6.01
2.836 , 5.97 , 5.99
2.837 , 5.95 , 5.97
2.838 , 5.95 , 5.96
2.839 , 5.91 , 5.94
2.839 , 5.91 , 5.93
2.84 , 5.91 , 5.92
2.841 , 5.86 , 5.9
2.842 , 5.86 , 5.88
2.843 , 5.81 , 5.85
2.844 , 5.81 , 5.83
2.844 , 5.81 , 5.82
2.845 , 5.79 , 5.81
2.846 , 5.75 , 5.79
2.847 , 5.75 , 5.77
2.848 , 5.72 , 5.75
2.849 , 5.72 , 5.74
2.849 , 5.68 , 5.72
2.85 , 5.68 , 5.7
2.851 , 5.63 , 5.67
2.852 , 5.63 , 5.65
2.853 , 5.58 , 5.62
2.854 , 5.52 , 5.58
2.855 , 5.45 , 5.53
2.855 , 5.42 , 5.49
2.856 , 5.42 , 5.46
2.857 , 5.36 , 5.42
2.858 , 5.36 , 5.4
2.858 , 5.29 , 5.36
2.859 , 5.22 , 5.3
2.86 , 5.2 , 5.26
2.861 , 5.17 , 5.22
2.862 , 5.13 , 5.18
2.863 , 5.13 , 5.16
2.863 , 5.04 , 5.11
2.864 , 5.04 , 5.08
2.865 , 4.97 , 5.04
2.866 , 4.9 , 4.98
2.867 , 4.83 , 4.92
2.867 , 4.83 , 4.88
2.868 , 4.76 , 4.83
2.869 , 4.74 , 4.79
2.87 , 4.67 , 4.74
2.871 , 4.58 , 4.68
2.872 , 4.51 , 4.61
2.873 , 4.46 , 4.55
2.873 , 4.42 , 4.5
2.874 , 4.35 , 4.44
2.875 , 4.23 , 4.36
2.876 , 4.19 , 4.29
2.876 , 4.07 , 4.2
2.877 , 4.05 , 4.14
2.878 , 3.96 , 4.07
2.879 , 3.89 , 4.0
2.88 , 3.82 , 3.93
2.88 , 3.78 , 3.87
2.881 , 3.69 , 3.8
2.882 , 3.59 , 3.72
2.883 , 3.52 , 3.64
2.884 , 3.43 , 3.56
2.885 , 3.39 , 3.49
2.885 , 3.36 , 3.44
2.886 , 3.27 , 3.37
2.887 , 3.09 , 3.26
2.888 , 3.0 , 3.16
2.889 , 2.93 , 3.07
2.889 , 2.86 , 2.99
2.89 , 2.79 , 2.91
2.891 , 2.7 , 2.83
2.892 , 2.61 , 2.74
2.893 , 2.47 , 2.63
2.893 , 2.38 , 2.53
2.894 , 2.31 , 2.44
2.895 , 2.11 , 2.31
2.896 , 2.06 , 2.21
2.897 , 1.95 , 2.11
2.898 , 1.79 , 1.98
2.898 , 1.72 , 1.88
2.899 , 1.63 , 1.78
2.9 , 1.53 , 1.68
2.901 , 1.4 , 1.57
2.902 , 1.33 , 1.47
2.902 , 1.19 , 1.36
2.903 , 1.08 , 1.25
2.904 , 0.89 , 1.11
2.905 , 0.8 , 0.99
2.906 , 0.66 , 0.86
2.906 , 0.62 , 0.76
2.907 , 0.34 , 0.59
2.908 , 0.18 , 0.43
2.909 , 0.05 , 0.28
2.91 , -0.21 , 0.08
2.911 , -0.5 , -0.15
2.912 , -0.69 , -0.37
2.912 , -0.82 , -0.55
2.913 , -1.26 , -0.83
2.914 , -1.44 , -1.07
2.915 , -1.6 , -1.28
2.916 , -1.88 , -1.52
2.916 , -2.36 , -1.86
2.917 , -0.16 , -1.18
2.918 , -0.16 , -0.77
2.919 , -0.14 , -0.52
2.92 , -0.07 , -0.34
2.921 , -0.14 , -0.26
2.922 , -0.09 , -0.19
2.923 , -0.09 , -0.15
2.923 , -0.14 , -0.15
2.924 , -0.09 , -0.13
2.925 , -0.09 , -0.11
2.926 , -0.09 , -0.1
2.927 , -0.14 , -0.12
2.928 , -0.09 , -0.11
2.929 , -0.14 , -0.12
2.93 , -0.09 , -0.11
2.931 , -0.09 , -0.1
2.932 , -0.09 , -0.1
2.933 , -0.09 , -0.1
2.933 , -0.09 , -0.1
2.934 , -0.07 , -0.09
2.935 , -0.09 , -0.09
2.936 , -0.14 , -0.11
2.937 , -0.09 , -0.1
2.938 , -0.14 , -0.12
2.939 , -0.09 , -0.11
2.94 , -0.09 , -0.1
2.941 , -0.07 , -0.09
2.942 , -0.09 , -0.09
2.943 , -0.09 , -0.09
2.944 , -0.07 , -0.08
2.945 , -0.09 , -0.08
2.946 , -0.07 , -0.08
2.947 , -0.09 , -0.08
2.948 , -0.09 , -0.08
2.949 , -0.14 , -0.1
2.95 , -0.07 , -0.09
2.951 , -0.09 , -0.09
2.952 , -0.07 , -0.08
2.953 , -0.09 , -0.08
2.954 , -0.07 , -0.08
2.956 , -0.09 , -0.08
2.957 , -0.07 , -0.08
2.958 , -0.09 , -0.08
2.959 , -0.09 , -0.08
2.96 , -0.09 , -0.08
2.961 , -0.09 , -0.08
2.962 , -0.09 , -0.08
2.963 , -0.09 , -0.08
2.964 , -0.09 , -0.08
2.966 , -0.09 , -0.08
2.967 , -0.09 , -0.08
2.968 , -0.07 , -0.08
2.969 , -0.09 , -0.08
2.97 , -0.07 , -0.08
2.971 , -0.09 , -0.08
2.972 , -0.09 , -0.08
2.973 , -0.07 , -0.08
2.974 , -0.09 , -0.08
2.976 , -0.09 , -0.08
2.977 , -0.09 , -0.08
2.978 , -0.14 , -0.1
2.979 , -0.07 , -0.09
2.98 , -0.09 , -0.09
2.981 , -0.09 , -0.09
2.982 , -0.09 , -0.09
2.983 , -0.07 , -0.08
2.984 , -0.09 , -0.08
2.985 , -0.14 , -0.1
2.986 , -0.07 , -0.09
2.987 , -0.09 , -0.09
2.988 , -0.07 , -0.08
2.989 , -0.14 , -0.1
2.99 , -0.09 , -0.1
2.991 , -0.07 , -0.09
2.992 , -0.07 , -0.08
2.993 , -0.09 , -0.08
2.994 , -0.09 , -0.08
2.995 , -0.07 , -0.08
2.996 , -0.16 , -0.11
2.997 , -0.09 , -0.1
2.998 , -0.07 , -0.09
2.999 , -0.09 , -0.09
3.0 , -0.09 , -0.09
3.001 , -0.09 , -0.09
3.002 , -0.07 , -0.08
3.003 , -0.09 , -0.08
3.004 , -0.07 , -0.08
3.005 , -0.09 , -0.08
3.006 , -0.09 , -0.08
3.007 , -0.09 , -0.08
3.009 , -0.09 , -0.08
3.01 , -0.09 , -0.08
3.011 , -0.09 , -0.08
3.012 , -0.09 , -0.08
3.013 , -0.09 , -0.08
3.014 , -0.07 , -0.08
3.015 , -0.09 , -0.08
3.016 , -0.09 , -0.08
3.017 , -0.09 , -0.08
3.018 , -0.14 , -0.1
3.019 , -0.09 , -0.1
3.02 , -0.14 , -0.12
3.021 , -0.09 , -0.11
3.022 , -0.09 , -0.1
3.023 , -0.09 , -0.1
3.024 , -0.09 , -0.1
3.025 , -0.14 , -0.12
3.025 , -0.09 , -0.11
3.026 , -0.14 , -0.12
3.027 , -0.09 , -0.11
3.028 , -0.09 , -0.1
3.029 , -0.07 , -0.09
3.03 , -0.09 , -0.09
3.031 , -0.09 , -0.09
3.032 , -0.09 , -0.09
3.033 , -0.07 , -0.08
3.034 , -0.14 , -0.1
3.035 , -0.07 , -0.09
3.036 , -0.09 , -0.09
3.037 , -0.09 , -0.09
3.038 , -0.09 , -0.09
3.039 , -0.09 , -0.09
3.04 , -0.09 , -0.09
3.041 , -0.05 , -0.07
3.042 , -0.07 , -0.07
3.043 , -0.09 , -0.08
3.044 , -0.09 , -0.08
3.045 , -0.09 , -0.08
3.046 , -0.09 , -0.08
3.047 , -0.09 , -0.08
3.049 , -0.09 , -0.08
3.05 , -0.09 , -0.08
3.051 , -0.09 , -0.08
3.052 , -0.07 , -0.08
3.053 , -0.09 , -0.08
3.054 , -0.09 , -0.08
3.055 , -0.07 , -0.08
3.056 , -0.09 , -0.08
3.057 , -0.07 , -0.08
3.059 , -0.14 , -0.1
3.059 , -0.07 , -0.09
3.06 , -0.09 , -0.09
3.061 , -0.09 , -0.09
3.062 , -0.09 , -0.09
3.063 , -0.07 , -0.08
3.064 , -0.09 , -0.08
3.066 , -0.09 , -0.08
3.067 , -0.09 , -0.08
3.068 , -0.09 , -0.08
3.069 , -0.07 , -0.08
3.07 , -0.09 , -0.08
3.071 , -0.09 , -0.08
3.072 , -0.09 , -0.08
3.073 , -0.14 , -0.1
3.074 , -0.07 , -0.09
3.075 , -0.09 , -0.09
3.076 , -0.09 , -0.09
3.077 , -0.09 , -0.09
3.078 , -0.09 , -0.09
3.079 , -0.07 , -0.08
3.08 , -0.14 , -0.1
3.081 , -0.09 , -0.1
3.082 , -0.07 , -0.09
3.083 , -0.09 , -0.09
3.084 , -0.07 , -0.08
3.085 , -0.09 , -0.08
3.086 , -0.07 , -0.08
3.087 , -0.07 , -0.08
3.089 , -0.09 , -0.08
3.09 , -0.09 , -0.08
3.091 , -0.07 , -0.08
3.092 , -0.09 , -0.08
3.093 , -0.09 , -0.08
3.094 , -0.14 , -0.1
3.095 , -0.09 , -0.1
3.096 , -0.07 , -0.09
3.097 , -0.09 , -0.09
3.098 , -0.09 , -0.09
3.099 , -0.07 , -0.08
3.1 , -0.09 , -0.08
3.101 , -0.09 , -0.08
3.102 , -0.09 , -0.08
3.103 , -0.09 , -0.08
3.104 , -0.09 , -0.08
3.106 , -0.09 , -0.08
3.107 , -0.09 , -0.08
3.108 , -0.07 , -0.08
3.109 , -0.07 , -0.08
3.11 , -0.05 , -0.07
3.111 , 0.05 , -0.02
3.112 , 0.11 , 0.03
3.113 , 0.27 , 0.13
3.114 , 0.41 , 0.24
3.115 , 0.64 , 0.4
3.115 , 0.87 , 0.59
3.116 , 0.9599999 , 0.74
3.117 , 1.26 , 0.95
3.118 , 1.42 , 1.14
3.119 , 1.6 , 1.32
3.119 , 1.72 , 1.48
3.12 , 1.85 , 1.63
3.121 , 1.95 , 1.76
3.122 , 2.11 , 1.9
3.123 , 2.22 , 2.03
3.123 , 2.31 , 2.14
3.124 , 2.38 , 2.24
3.125 , 2.47 , 2.33
3.126 , 2.56 , 2.42
3.126 , 2.68 , 2.52
3.127 , 2.75 , 2.61
3.128 , 2.84 , 2.7
3.129 , 2.93 , 2.79
3.13 , 2.93 , 2.85
3.13 , 3.02 , 2.92
3.131 , 3.07 , 2.98
3.132 , 3.14 , 3.04
3.133 , 3.2 , 3.1
3.134 , 3.27 , 3.17
3.134 , 3.3 , 3.22
3.135 , 3.36 , 3.28
3.136 , 3.43 , 3.34
3.137 , 3.46 , 3.39
3.138 , 3.52 , 3.44
3.138 , 3.55 , 3.48
3.139 , 3.59 , 3.52
3.14 , 3.69 , 3.59
3.141 , 3.69 , 3.63
3.142 , 3.73 , 3.67
3.142 , 3.78 , 3.71
3.143 , 3.82 , 3.75
3.144 , 3.89 , 3.81
3.145 , 3.89 , 3.84
3.146 , 3.89 , 3.86
3.147 , 3.96 , 3.9
3.147 , 3.96 , 3.92
3.148 , 4.01 , 3.96
3.149 , 4.05 , 4.0
3.149 , 4.01 , 4.0
3.15 , 4.07 , 4.03
3.151 , 4.07 , 4.05
3.152 , 4.12 , 4.08
3.152 , 4.14 , 4.1
3.153 , 4.19 , 4.14
3.154 , 4.21 , 4.17
3.155 , 4.21 , 4.19
3.156 , 4.23 , 4.21
3.156 , 4.28 , 4.24
3.157 , 4.3 , 4.26
3.158 , 4.35 , 4.3
3.159 , 4.42 , 4.35
3.16 , 4.42 , 4.38
3.16 , 4.42 , 4.4
3.161 , 4.42 , 4.41
3.162 , 4.44 , 4.42
3.162 , 4.51 , 4.46
3.163 , 4.46 , 4.46
3.164 , 4.46 , 4.46
3.165 , 4.51 , 4.48
3.165 , 4.51 , 4.49
3.166 , 4.53 , 4.51
3.167 , 4.53 , 4.52
3.168 , 4.6 , 4.55
3.169 , 4.58 , 4.56
3.17 , 4.58 , 4.57
3.17 , 4.6 , 4.58
3.171 , 4.67 , 4.62
3.172 , 4.65 , 4.63
3.173 , 4.65 , 4.64
3.174 , 4.67 , 4.65
3.174 , 4.67 , 4.66
3.175 , 4.69 , 4.67
3.176 , 4.69 , 4.68
3.177 , 4.69 , 4.68
3.177 , 4.74 , 4.7
3.178 , 4.74 , 4.72
3.179 , 4.76 , 4.74
3.18 , 4.76 , 4.75
3.181 , 4.76 , 4.75
3.182 , 4.76 , 4.75
3.182 , 4.83 , 4.78
3.183 , 4.83 , 4.8
3.184 , 4.83 , 4.81
3.185 , 4.88 , 4.84
3.186 , 4.88 , 4.86
3.186 , 4.9 , 4.88
3.187 , 4.88 , 4.88
3.188 , 4.88 , 4.88
3.189 , 4.92 , 4.9
3.189 , 4.92 , 4.91
3.19 , 4.92 , 4.91
3.191 , 4.97 , 4.93
3.192 , 4.97 , 4.95
3.193 , 4.92 , 4.94
3.194 , 4.9 , 4.92
3.194 , 4.99 , 4.95
3.195 , 4.97 , 4.96
3.196 , 4.97 , 4.96
3.197 , 4.97 , 4.96
3.198 , 4.99 , 4.97
3.199 , 4.99 , 4.98
3.199 , 4.99 , 4.98
3.2 , 4.99 , 4.98
3.201 , 5.04 , 5.0
3.202 , 4.99 , 5.0
3.203 , 4.99 , 5.0
3.203 , 4.99 , 5.0
3.204 , 4.99 , 5.0
3.205 , 4.97 , 4.99
3.206 , 4.97 , 4.98
3.207 , 4.99 , 4.98
3.208 , 5.04 , 5.0
3.208 , 4.99 , 5.0
3.209 , 5.04 , 5.02
3.21 , 5.06 , 5.04
3.211 , 5.1 , 5.06
3.212 , 5.1 , 5.08
3.213 , 5.13 , 5.1
3.213 , 5.13 , 5.11
3.214 , 5.17 , 5.13
3.215 , 5.2 , 5.16
3.216 , 5.13 , 5.15
3.216 , 5.13 , 5.14
3.217 , 5.17 , 5.15
3.218 , 5.17 , 5.16
3.219 , 5.17 , 5.16
3.22 , 5.22 , 5.18
3.22 , 5.22 , 5.2
3.221 , 5.22 , 5.21
3.222 , 5.22 , 5.21
3.223 , 5.22 , 5.21
3.224 , 5.26 , 5.23
3.224 , 5.26 , 5.24
3.225 , 5.26 , 5.25
3.226 , 5.29 , 5.27
3.227 , 5.26 , 5.27
3.228 , 5.26 , 5.27
3.229 , 5.26 , 5.27
3.229 , 5.22 , 5.25
3.23 , 5.26 , 5.25
3.231 , 5.22 , 5.24
3.232 , 5.22 , 5.23
3.232 , 5.22 , 5.23
3.233 , 5.22 , 5.23
3.234 , 5.17 , 5.21
3.235 , 5.2 , 5.21
3.236 , 5.17 , 5.19
3.236 , 5.17 , 5.18
3.237 , 5.13 , 5.16
3.238 , 5.17 , 5.16
3.239 , 5.1 , 5.14
3.24 , 5.1 , 5.12
3.24 , 5.1 , 5.11
3.241 , 5.1 , 5.11
3.242 , 5.1 , 5.11
3.243 , 5.06 , 5.09
3.244 , 5.06 , 5.08
3.244 , 5.06 , 5.07
3.245 , 5.04 , 5.06
3.246 , 5.06 , 5.06
3.247 , 4.99 , 5.03
3.248 , 5.04 , 5.03
3.249 , 4.99 , 5.01
3.249 , 4.99 , 5.0
3.25 , 4.99 , 5.0
3.251 , 4.99 , 5.0
3.252 , 4.97 , 4.99
3.253 , 4.97 , 4.98
3.254 , 4.97 , 4.98
3.254 , 4.92 , 4.96
3.255 , 4.92 , 4.94
3.256 , 4.9 , 4.92
3.257 , 4.9 , 4.91
3.257 , 4.88 , 4.9
3.258 , 4.88 , 4.89
3.259 , 4.83 , 4.87
3.26 , 4.81 , 4.85
3.261 , 4.76 , 4.81
3.262 , 4.76 , 4.79
