t,pwm
1.17 , 19756.24
1.171 , 19827.33
1.173 , 19778.35
1.174 , 19669.05
1.176 , 19709.96
1.177 , 19600.57
1.178 , 19671.46
1.18 , 19531.94
1.181 , 19602.73
1.183 , 19463.15
1.184 , 19654.28
1.186 , 19484.87
1.187 , 19646.11
1.188 , 19567.09
1.19 , 19517.96
1.191 , 19498.86
1.193 , 19509.89
1.194 , 19490.89
1.196 , 19441.81
1.197 , 19362.5
1.198 , 19403.41
1.2 , 19504.64
1.201 , 19485.94
1.203 , 19226.48
1.204 , 19267.2
1.206 , 19428.49
1.207 , 19349.58
1.208 , 19330.68
1.21 , 19281.65
1.211 , 19112.19
1.213 , 19273.28
1.214 , 19254.38
1.216 , 19205.35
1.217 , 19186.35
1.218 , 19167.35
1.22 , 19118.26
1.221 , 19189.46
1.223 , 19140.58
1.224 , 19121.68
1.225 , 19102.78
1.227 , 19053.75
1.228 , 18944.45
1.23 , 19105.79
1.231 , 19087.09
1.232 , 18917.88
1.234 , 19019.11
1.235 , 18879.88
1.237 , 18950.98
1.238 , 18932.08
1.24 , 18943.26
1.241 , 18864.29
1.242 , 18815.21
1.244 , 18856.28
1.245 , 18807.25
1.247 , 18788.25
1.248 , 18919.76
1.249 , 18720.66
1.251 , 18852.07
1.252 , 18592.67
1.254 , 18783.94
1.255 , 18735.16
1.257 , 18565.85
1.258 , 18697.06
1.26 , 18648.18
1.261 , 18629.28
1.262 , 18580.25
1.264 , 18561.25
1.265 , 18572.38
1.267 , 18493.26
1.268 , 18534.38
1.27 , 18425.18
1.271 , 18405.98
1.272 , 18416.86
1.274 , 18548.27
1.275 , 18349.08
1.277 , 18329.88
1.278 , 18310.68
1.28 , 18261.39
1.281 , 18242.09
1.282 , 18403.34
1.284 , 18324.47
1.285 , 18335.66
1.287 , 18256.69
1.288 , 18207.61
1.29 , 18248.67
1.291 , 18229.77
1.292 , 18180.74
1.294 , 18161.74
1.295 , 18112.66
1.297 , 18153.77
1.298 , 18044.53
1.3 , 18085.54
1.301 , 18066.54
1.302 , 18017.46
1.304 , 17998.36
1.305 , 18099.69
1.307 , 17930.48
1.308 , 17881.15
1.31 , 18012.36
1.311 , 17993.55
1.312 , 17944.67
1.314 , 17925.77
1.315 , 17937.0
1.317 , 17918.2
1.318 , 17869.27
1.319 , 17850.37
1.321 , 17801.38
1.322 , 17722.17
1.324 , 17763.19
1.325 , 17864.56
1.326 , 17845.96
