t, OWM
25.541,46.85
25.544,46.86
25.547,46.88
25.549,46.89
25.552,46.89
25.555,46.87
25.557,46.86
25.56,46.85
25.563,46.85
25.565,46.88
25.568,46.9
25.571,46.89
25.574,46.89
25.576,46.87
25.579,46.85
25.582,46.86
25.584,46.87
25.587,46.88
25.59,46.89
25.592,46.88
25.595,46.87
25.598,46.84
25.6,46.82
25.603,46.92
25.606,47.01
25.608,47.08
25.611,47.12
25.613,47.13
25.616,47.09
25.619,47.05
25.621,47.01
25.624,47.00999
25.627,47.03
25.629,47.07
25.632,47.1
25.635,47.13
25.637,47.13
25.64,47.12
25.65,47.15
25.653,47.17
25.656,47.21
25.658,47.24
25.661,47.24
25.663,47.25
25.666,47.28
25.669,47.48
25.671,47.71
25.674,48.09
25.677,48.15
25.679,48.19
25.682,48.13
25.684,48.05
25.687,48.01
25.69,48.1
25.692,48.3
25.695,48.52
25.698,48.75
25.7,48.88
25.703,48.93
25.706,48.93
25.708,48.92
25.711,48.91
25.714,48.99
25.716,49.06
25.719,49.14
25.722,49.2
25.724,49.25
25.727,49.3
25.729,49.3
25.732,49.34
25.735,49.38
25.737,49.41
25.74,49.46
25.743,49.51
25.745,49.55
25.748,49.58
25.75,49.58
25.753,49.6
25.756,49.34
25.758,48.92
25.761,48.56
25.764,48.48
25.766,48.54
25.769,48.77
25.772,48.98
25.774,49.04
25.777,48.97
25.78,48.88
25.782,48.8
25.785,48.77
25.788,48.77999
25.79,48.8
25.793,48.81
25.795,48.8
25.798,48.77
25.801,48.73
25.803,48.72
25.806,48.71
25.809,48.72
25.811,48.68
25.814,48.68
25.817,48.66
25.819,48.65
25.822,48.65
25.825,48.64
25.827,48.62
25.83,48.6
25.833,48.58
25.835,48.57
25.838,48.57
25.841,48.55
25.843,48.54
25.846,48.53
25.848,48.52
25.851,48.49
25.854,48.47
25.856,48.46
25.859,48.46
25.862,48.44
25.865,48.44
25.867,48.42
25.87,48.39
25.872,48.38
25.875,48.32
25.878,48.17
25.88,48.23
25.883,48.3
25.886,48.39
25.889,48.35
25.891,48.23
25.894,48.11
25.897,48
25.899,47.99
25.902,48.01
25.905,48.1
25.907,48.1
25.91,48.06
25.912,48
25.915,47.94
25.918,47.89
25.92,47.88
25.923,47.86
25.925,47.83
25.928,47.79
25.931,47.74
25.933,47.74
25.936,47.74
25.938,47.74
25.941,47.7
25.944,47.69
25.946,47.66
25.949,47.65
25.952,47.64
25.954,47.59
25.957,47.56
25.96,47.54
25.962,47.54
25.965,47.56
25.968,47.54
25.97,47.49
25.973,47.46
25.976,47.42
25.978,47.43
25.981,47.43
25.984,47.41
25.986,47.4
25.989,47.38
25.992,47.36
25.994,47.38
25.997,47.41
26,47.42
26.002,47.4
26.005,47.37
26.008,47.34
26.01,47.28
26.013,47.3
26.015,47.33
26.018,47.33
26.021,47.33
26.023,47.28
26.026,47.26
26.029,47.23
26.031,47.22
26.034,47.21
26.037,47.27
26.039,47.27
26.042,47.24
26.045,47.22
26.047,47.18
26.05,47.14
26.06,47.16
26.062,47.17001
26.065,47.15
26.068,47.13
26.07,47.12
26.073,47.1
26.075,47.09
26.078,47.13
26.081,47.14
26.083,47.11
26.086,47.1
26.089,47.07
26.091,47.06
26.094,47.04
26.097,47.04
26.099,47.06
26.102,47.09
26.104,47.06
26.107,47.07
26.11,47.03
26.112,47
26.115,47.02
26.117,47
26.12,47.05
26.122,47.06
26.125,47.06
26.128,47.04
26.13,46.98
26.133,46.99
26.136,46.97
26.138,46.98
26.141,47.01
26.144,47.02
26.146,47.01
26.149,46.99
26.152,46.96
26.154,46.94
26.157,46.93
26.159,46.96
26.162,46.98
26.165,47.02
26.168,47.01
26.17,46.97
26.173,46.96
26.175,46.93
26.178,46.93
26.181,46.92
26.183,46.93999
26.186,46.97
26.189,46.98
26.191,46.98
26.194,46.94
26.197,46.94
26.199,46.91
26.202,46.94
26.205,46.93999
26.207,46.97
26.21,46.97
26.213,46.96
26.216,46.93
26.218,46.92
26.221,46.91
26.224,46.9
26.226,46.93
26.229,46.97001
26.232,46.96
26.234,46.94
26.237,46.93
26.24,46.92
26.242,46.91
26.245,46.92
26.248,46.94
26.25,46.95
26.253,46.94
26.256,46.93
26.258,46.92
26.261,46.91
26.264,46.88
26.266,46.9
26.269,46.91
26.272,46.94
26.274,46.93
26.277,46.93
26.28,46.92
26.282,46.9
26.285,46.9
26.287,46.89
26.29,46.92
26.293,46.93
26.295,46.94
26.298,46.94
26.3,46.91
26.303,46.92
26.306,46.9
26.308,46.9
26.311,46.92001
26.313,46.93
26.316,46.94
26.319,46.95
26.321,46.93
26.324,46.92
26.327,46.91
26.329,46.91
26.332,46.92
26.335,46.95
26.337,46.94
26.34,46.95
26.343,46.94
26.345,46.92
26.348,46.89
26.351,46.87
26.353,46.95
26.356,47.04
26.359,47.12
26.361,47.16
26.364,47.16
26.367,47.12
26.369,47.08
26.372,47.06
26.375,47.06
26.377,47.07
26.38,47.11
26.383,47.14
26.385,47.16
26.388,47.17
26.39,47.17
26.393,47.17
26.396,47.17001
26.398,47.19
26.401,47.2
26.404,47.2
26.406,47.24
26.409,47.28
26.412,47.28
26.414,47.27
26.417,47.35
26.42,47.55
26.422,47.88
26.425,48.16
26.427,48.17
26.43,48.18
26.433,48.09
26.435,48.05
26.438,48.02
26.441,48.16
26.443,48.35
26.446,48.57
26.449,48.75
26.451,48.87
26.454,48.88
26.457,48.87
26.459,48.89
26.462,49.14
26.472,49.23
26.475,49.23
26.477,49.25
26.48,49.25
26.483,49.27
26.486,49.34
26.488,49.41
26.491,49.45
26.493,49.22
26.496,48.62
26.498,48.37
26.501,48.25
26.504,48.31
26.506,48.55
26.509,48.79
26.512,48.86
26.514,48.81
26.517,48.74
26.52,48.61
26.522,48.57
26.525,48.61
26.528,48.6
26.53,48.64
26.533,48.65
26.535,48.61
26.538,48.57999
26.541,48.55
26.543,48.54
26.546,48.55
26.549,48.57
26.551,48.55
26.554,48.55
26.557,48.5
26.559,48.5
26.562,48.47001
26.564,48.47
26.567,48.47
26.57,48.46
26.573,48.45
26.575,48.45
26.578,48.44
26.581,48.42
26.583,48.42
26.586,48.41
26.588,48.37
26.591,48.38
26.594,48.37
26.596,48.34
26.599,48.34
26.602,48.34
26.604,48.33
26.607,48.32
26.609,48.31001
26.612,48.3
26.615,48.3
26.618,48.28
26.62,48.25
26.623,48.25
26.625,48.23
26.628,48.23
26.631,48.22
26.633,48.21
26.636,48.21
26.639,48.14
26.641,48.06
26.644,48.01
26.647,47.97001
26.649,47.97
26.652,48
26.655,48.02
26.657,47.99
26.66,47.97
26.662,47.93
26.665,47.92
26.668,47.89
26.67,47.89
26.673,47.89
26.676,47.87
26.678,47.83
26.681,47.81
26.684,47.79
26.686,47.76
26.689,47.75
26.691,47.7
26.694,47.68
26.697,47.63
26.699,47.63
26.702,47.61
26.705,47.64
26.707,47.62
26.71,47.6
26.712,47.56
26.715,47.52
26.718,47.49
26.72,47.47
26.723,47.52
26.726,47.5
26.728,47.49001
26.731,47.47
26.734,47.44
26.736,47.39
26.739,47.41
26.742,47.42
26.745,47.43
26.747,47.45
26.75,47.44
26.752,47.4
26.755,47.37
26.758,47.35
26.761,47.34
26.763,47.39
26.766,47.37
26.768,47.36
26.771,47.33
26.774,47.32
26.776,47.27
26.779,47.28
26.782,47.28
26.785,47.3
26.787,47.31
26.79,47.31
26.792,47.27
26.795,47.26
26.798,47.23
26.8,47.19
26.803,47.21
26.806,47.19
26.808,47.2
26.811,47.24001
26.814,47.23
26.816,47.2
26.819,47.2
26.821,47.16
26.824,47.16
26.827,47.15
26.83,47.14
26.832,47.15
26.835,47.17
26.838,47.17
26.84,47.16
26.843,47.14
26.846,47.11
26.848,47.1
26.851,47.08
26.853,47.1
26.856,47.1
26.859,47.11
26.861,47.15
26.864,47.12
26.867,47.09
26.87,47.08
26.872,47.06
26.882,47.04
26.885,47.05
26.888,47.07
26.89,47.07
26.893,47.07
26.896,47.05
26.898,47.03
26.901,47.05
26.904,47
26.906,47
26.909,47.06
26.912,47.07
26.914,47.04
26.917,47.06
26.92,47.01
26.922,46.99
26.925,47
26.928,47
26.93,47
26.933,47.04
26.936,47.05
26.938,47.05
26.941,47.03
26.944,47.02
26.946,46.98
26.949,47
26.952,46.99
26.954,47
26.957,47
26.96,47.03
26.963,47.04
26.965,47.02
26.968,47
26.971,46.99
26.973,46.98
26.976,46.97
26.979,46.99001
26.981,47.01
26.984,47.05
26.987,47.03
26.989,47.01
26.992,46.97
26.995,46.97
26.998,46.96
27,46.96
27.003,46.99001
27.006,47.01
27.008,47.02
27.011,47.02
27.014,47.02
27.016,46.98
27.019,46.98
27.022,46.98
27.024,46.98
27.027,47
27.029,46.99
27.032,47.02
27.035,47.02
27.037,47.00999
27.04,47
27.043,46.98
27.045,46.99
27.048,46.99
27.051,46.99
27.053,46.99
27.056,47.02
27.059,47.03
27.061,47.02
27.064,47.03
27.066,47.01
27.069,47
27.072,46.99
27.074,46.99
27.077,46.99
27.08,47.01
27.082,47.04
27.085,47.04
27.087,47.03
27.09,47.01
27.093,47
27.095,46.98
27.098,46.99
27.101,46.96
27.103,47.01
27.106,47.11
27.108,47.16
27.111,47.22
27.114,47.23
27.116,47.19
27.119,47.17
27.122,47.13
27.124,47.13
27.127,47.15
27.129,47.18
27.132,47.19
27.135,47.22
27.137,47.23
27.14,47.22
27.143,47.23
27.145,47.23
27.148,47.25
27.15,47.25
27.153,47.28
27.156,47.29
27.158,47.32
27.161,47.34
27.163,47.32
27.166,47.35
27.169,47.5
27.171,47.73
27.174,48.11
27.177,48.2
27.179,48.18
27.182,48.13
27.185,48.05
27.187,48.01
27.19,48.1
27.193,48.27
27.195,48.44
27.198,48.63
27.201,48.79
27.203,48.84
27.206,48.87
27.209,48.88
27.211,48.9
27.214,48.94
27.217,48.97
27.219,49.03
27.222,49.09
27.224,49.14
27.227,49.2
27.23,49.19
27.232,49.23
27.235,49.09
27.238,48.69
27.24,48.22
27.243,48.11
27.245,48.11
27.248,48.29
27.251,48.54
27.253,48.67
27.256,48.67
27.259,48.59
27.261,48.49
27.264,48.41
27.267,48.41
27.269,48.43
27.272,48.46
27.274,48.47
27.277,48.45
27.28,48.4
27.283,48.39
27.285,48.38
27.295,48.41
27.298,48.38
27.301,48.38
27.303,48.35
27.306,48.34
27.309,48.33
27.311,48.33
27.314,48.34
27.317,48.34
27.319,48.31
27.322,48.32
27.325,48.29
27.327,48.27
27.33,48.27
27.333,48.27
27.335,48.25
27.338,48.25
27.34,48.25
27.343,48.23
27.346,48.23
27.348,48.22
27.351,48.21
27.354,48.19
27.356,48.18
27.359,48.18
27.362,48.17
27.364,48.17
27.367,48.16
27.37,48.14
27.372,48.13
27.375,48.12
27.378,48.05
27.38,48
27.383,48.03
27.386,48.12
27.388,48.13
27.391,48.07
27.394,47.99001
27.396,47.9
27.399,47.86
27.402,47.88
27.404,47.89
27.407,47.92
27.409,47.89
27.412,47.88
27.415,47.86
27.417,47.84
27.42,47.83
27.422,47.82
27.425,47.8
27.428,47.79
27.43,47.77
27.433,47.75
27.436,47.73
27.438,47.74
27.441,47.73
27.444,47.7
27.446,47.67
27.449,47.63
27.452,47.6
27.454,47.57999
27.457,47.59
27.46,47.59
27.462,47.59
27.465,47.56
27.468,47.54
27.47,47.49
27.473,47.45
27.476,47.45
27.478,47.46
27.481,47.47
27.484,47.47
27.486,47.46
27.489,47.43
27.492,47.39
27.494,47.39
27.497,47.41
27.5,47.44
27.502,47.45
27.505,47.42
27.508,47.41
27.51,47.33
27.513,47.33
27.515,47.32
27.518,47.35
27.521,47.35
27.524,47.34
27.526,47.34
27.529,47.35
27.531,47.32
27.534,47.3
27.536,47.28
27.539,47.27
27.542,47.26
27.544,47.27
27.547,47.27
27.55,47.27
27.552,47.26
27.555,47.26
27.558,47.24
27.56,47.23
27.563,47.22001
27.566,47.22
27.568,47.21
27.571,47.2
27.574,47.2
27.577,47.18
27.579,47.18
27.582,47.2
27.585,47.2
27.587,47.2
27.59,47.19
27.593,47.14
27.595,47.12
27.598,47.14
27.601,47.14
27.603,47.14
27.606,47.15
27.608,47.15
27.611,47.17
27.614,47.17
27.616,47.12
27.619,47.12
27.622,47.11
27.624,47.12
27.627,47.1
27.63,47.11
27.632,47.09
27.635,47.11
27.638,47.13
27.641,47.12
27.643,47.11
27.646,47.11
27.649,47.1
27.651,47.08
27.654,47.09
27.657,47.09
27.659,47.07
27.662,47.09
27.664,47.12
27.667,47.12
27.67,47.1
27.672,47.11
27.675,47.07
27.678,47.05
27.68,47.06
27.683,47.06
27.686,47.08
27.688,47.07
27.691,47.09
27.694,47.1
27.696,47.07
27.699,47.01
27.709,47.05
27.712,47.04
27.715,47.05
27.717,47.06
27.72,47.09
27.723,47.07
27.725,47.08
27.728,47.06001
27.73,47.06
27.733,47.03
27.736,47.03
27.738,47.04
27.741,47.05
27.744,47.06
27.746,47.06
27.749,47.08
27.752,47.08
27.754,47.07
27.757,47.04
27.759,47.02
27.762,47.04
27.765,47.04
27.768,47.05
27.77,47.05
27.773,47.07
27.776,47.08
27.778,47.07
27.781,47.06
27.784,47.05
27.786,47.05
27.789,47.04
27.792,47.05
27.794,47.05
27.797,47.06001
27.8,47.08
27.802,47.09
27.805,47.09
27.808,47.09
27.81,47.08
27.813,47.06001
27.816,47.06
27.818,47.06
27.821,47.06001
27.824,47.07
27.826,47.07
27.829,47.1
27.832,47.09
27.834,47.08
27.837,47.09
27.84,47.1
27.842,47.06
27.845,47.07
27.848,47.07
27.85,47.04
27.853,47.07
27.856,47.16
27.858,47.22
27.861,47.25
27.864,47.26
27.866,47.24
27.869,47.21
27.872,47.18999
27.874,47.19
27.877,47.21
27.88,47.23
27.882,47.25
27.885,47.27
27.888,47.28
27.89,47.28
27.893,47.27
27.896,47.28001
27.898,47.29
27.901,47.31
27.904,47.32
27.906,47.33
27.909,47.37
27.912,47.38
27.914,47.38
27.917,47.43
27.92,47.61
27.922,47.83
27.925,48.18
27.928,48.23
27.93,48.2
27.933,48.1
27.936,48.04
27.938,48.03
27.941,48.14
27.944,48.3
27.946,48.44
27.949,48.6
27.952,48.75
27.954,48.82
27.957,48.87
27.96,48.9
27.962,48.91
27.965,48.94
27.968,48.97
27.97,49.03
27.973,49.07
27.976,49.09
27.978,48.8
27.981,48.31
27.984,48.07
27.986,47.96
27.989,48.09
27.992,48.3
27.995,48.49
27.997,48.57
28,48.51
28.002,48.41
28.005,48.35
28.008,48.3
28.01,48.32
28.013,48.37
28.016,48.37
28.019,48.38
28.021,48.33
28.024,48.3
28.026,48.28
28.029,48.29
28.032,48.3
28.034,48.31
28.037,48.3
28.04,48.3
28.042,48.28
28.045,48.27
28.048,48.26
28.05,48.25
28.053,48.25
28.056,48.24
28.058,48.23
28.061,48.22001
28.063,48.22
28.066,48.21
28.069,48.2
28.071,48.2
28.074,48.18
28.077,48.18
28.079,48.15
28.082,48.16
28.085,48.15
28.088,48.14
28.09,48.13
28.093,48.14
28.095,48.12
28.098,48.12
28.101,48.11
28.103,48.1
28.106,48.09
28.108,48.07
28.111,48.07
28.121,48.04
28.124,48.04
28.126,47.98
28.129,47.9
28.132,47.94
28.134,47.97
28.137,48.07
28.14,48.02
28.142,47.95
28.145,47.87
28.148,47.83
28.15,47.79
28.153,47.8
28.156,47.8
28.158,47.82
28.161,47.83
28.164,47.81
28.166,47.79
28.169,47.78
28.172,47.78
28.174,47.75
28.177,47.75
28.179,47.72
28.182,47.71
28.185,47.7
28.187,47.71
28.19,47.71
28.193,47.72
28.195,47.68
28.198,47.66
28.201,47.63
28.203,47.61
28.206,47.59
28.209,47.59
28.212,47.58
28.214,47.59
28.217,47.57
28.219,47.55
28.222,47.51
28.225,47.5
28.227,47.5
28.23,47.49
28.233,47.48
28.235,47.48
28.238,47.47
28.241,47.42
28.243,47.39
28.246,47.39
28.249,47.41
28.251,47.42001
28.254,47.43
28.257,47.43
28.259,47.4
28.262,47.4
28.264,47.41
28.267,47.41
28.27,47.4
28.272,47.36
28.275,47.35
28.278,47.31
28.28,47.31
28.283,47.33
28.285,47.33
28.288,47.32999
28.291,47.33
28.293,47.33
28.296,47.3
28.299,47.3
28.301,47.29
28.304,47.3
28.307,47.28
28.309,47.27
28.312,47.27
28.315,47.24
28.317,47.24
28.32,47.25
28.323,47.23
28.325,47.25999
28.328,47.29
28.331,47.23
28.333,47.23
28.336,47.21
28.339,47.21
28.341,47.2
28.344,47.22
28.347,47.21
28.349,47.18
28.352,47.2
28.355,47.2
28.358,47.2
28.36,47.21
28.363,47.19
28.365,47.16
28.368,47.17
28.371,47.17
28.373,47.15
28.376,47.15
28.379,47.15
28.381,47.15
28.384,47.14
28.387,47.19
28.389,47.17
28.392,47.16
28.395,47.15
28.397,47.14
28.4,47.11
28.403,47.12
28.405,47.11
28.408,47.12
28.411,47.14
28.413,47.13
28.416,47.12
28.419,47.14
28.421,47.13
28.424,47.13
28.427,47.13
28.429,47.13
28.432,47.09
28.434,47.11
28.437,47.11
28.44,47.1
28.442,47.12
28.445,47.14
28.447,47.13
28.45,47.13
28.453,47.13
28.455,47.11
28.458,47.12
28.461,47.12
28.463,47.11
28.466,47.1
28.469,47.1
28.471,47.09
28.474,47.1
28.477,47.12
28.479,47.09
28.482,47.12
28.484,47.15
28.487,47.12
28.49,47.11
28.492,47.1
28.495,47.09
28.498,47.09
28.5,47.10001
28.503,47.11
28.506,47.12
28.508,47.1
28.511,47.11
28.514,47.14
28.516,47.13
28.519,47.11
28.521,47.12
28.524,47.07
28.534,47.09
28.537,47.1
28.54,47.1
28.542,47.12
28.545,47.13
28.548,47.14
28.55,47.14
28.553,47.12
28.556,47.1
28.558,47.09
28.561,47.11
28.564,47.11
28.566,47.14
28.569,47.12
28.572,47.12
28.574,47.13
28.577,47.15
28.58,47.14
28.583,47.14
28.585,47.14
28.588,47.12
28.59,47.13
28.593,47.13
28.596,47.12
28.598,47.1
28.601,47.1
28.604,47.15
28.606,47.23
28.609,47.24001
28.612,47.28
28.614,47.29
28.617,47.25
28.619,47.23
28.622,47.23
28.625,47.22
28.627,47.23
28.63,47.27
28.632,47.28
28.635,47.28
28.638,47.3
28.64,47.3
28.643,47.31001
28.646,47.32
28.648,47.32
28.651,47.34
28.654,47.33
28.656,47.37
28.659,47.39
28.662,47.39
28.664,47.39
28.667,47.42001
28.67,47.6
28.672,47.84
28.675,48.19
28.678,48.21
28.68,48.21
28.683,48.1
28.686,48.02
28.688,47.99
28.691,48.1
28.693,48.25
28.696,48.35
28.699,48.5
28.702,48.65
28.704,48.75999
28.707,48.84
28.71,48.86
28.712,48.89
28.715,48.91
28.718,48.89
28.72,48.61
28.723,48.21
28.726,47.98
28.728,47.87
28.731,47.93
28.734,48.12
28.736,48.31001
28.739,48.37
28.742,48.36
28.744,48.3
28.747,48.2
28.75,48.16
28.752,48.16
28.755,48.18
28.757,48.21
28.76,48.2
28.763,48.2
28.765,48.16
28.768,48.15
28.771,48.16
28.773,48.17001
28.776,48.18
28.779,48.17
28.781,48.17
28.784,48.15
28.787,48.13
28.789,48.1
28.792,48.11
28.795,48.12
28.797,48.12
28.8,48.11
28.803,48.11
28.805,48.09
28.808,48.08
28.811,48.09
28.813,48.08
28.816,48.09
28.819,48.06
28.821,48.06001
28.824,48.06
28.826,48.07
28.829,48.05
28.832,48.04
28.834,48.03
28.837,48.02
28.84,48.01
28.842,47.99
28.845,48
28.847,48
28.85,48
28.853,48
28.855,47.98
28.858,47.97
28.861,47.97
28.863,47.96
28.866,47.96
28.869,47.94
28.871,47.93999
28.874,47.93
28.877,47.83
28.879,47.76
28.882,47.83
28.885,47.9
28.887,48
28.89,47.96
28.893,47.9
28.895,47.79
28.898,47.73
28.901,47.7
28.903,47.72
28.906,47.77
28.908,47.77
28.911,47.78
28.914,47.75
28.917,47.73
28.919,47.72
28.922,47.7
28.924,47.67
28.927,47.69
28.93,47.68999
28.932,47.66
28.935,47.66
28.945,47.65
28.948,47.63
28.95,47.61
28.953,47.61
28.956,47.6
28.958,47.57
28.961,47.57
28.964,47.56001
28.966,47.55
28.969,47.55
28.972,47.54
28.974,47.51
28.977,47.51
28.98,47.51
28.983,47.49
28.985,47.48
28.988,47.5
28.991,47.47
28.994,47.49
28.996,47.5
28.999,47.51
29.001,47.49001
29.004,47.48
29.007,47.46
29.009,47.43
29.012,47.42
29.015,47.41
29.017,47.42
29.02,47.42
29.022,47.4
29.025,47.42001
29.028,47.4
29.03,47.39
29.033,47.4
29.035,47.38
29.038,47.37
29.041,47.35
29.043,47.36
29.046,47.35
29.049,47.35
29.052,47.34
29.054,47.32
29.057,47.31
29.059,47.32
29.062,47.3
29.065,47.31
29.067,47.31
29.07,47.35
29.073,47.32999
29.075,47.3
29.078,47.29
29.081,47.27
29.083,47.27
29.086,47.26
29.089,47.29
29.091,47.27
29.094,47.28
29.097,50.21
29.177,50.73001
29.18,49.93
29.182,50.24
29.185,50.21
29.187,49.92001
29.19,49.93001
29.193,49.92
29.195,49.74
29.198,49.67
29.2,49.63
29.203,49.59
29.205,49.52
29.208,49.5
29.211,49.46
29.213,49.41001
29.216,49.37
29.219,49.32
29.221,49.26
29.224,49.24001
29.226,49.19001
29.229,49.16
29.231,49.11
29.234,49.09
29.237,49.06001
29.239,49.04
29.242,48.99
29.245,48.96
29.247,48.93
29.25,48.91001
29.252,48.89001
29.255,48.86
29.258,48.84
29.26,48.80001
29.263,48.78
29.265,48.73
29.268,48.7
29.271,48.69
29.273,48.66001
29.276,48.64
29.278,48.62
29.281,48.61
29.283,48.59
29.286,48.58
29.289,48.57
29.291,48.55
29.294,48.51
29.296,48.51001
29.299,48.47
29.302,48.44
29.304,48.43
29.307,48.42001
29.309,48.41001
29.312,48.39001
29.314,48.37
29.317,48.35
29.319,48.33001
29.322,48.33001
29.325,48.33
29.327,48.31
29.33,48.29
29.332,48.28001
29.335,48.24001
29.338,48.22
29.34,48.22001
29.343,48.21001
29.345,48.2
29.348,48.2
29.35,48.15
29.353,48.14
29.356,48.2
29.358,48.2
29.361,48.24
29.364,48.24
29.366,48.24001
29.376,48.13
29.379,48.14001
29.381,48.14001
29.384,48.16
29.386,48.16
29.389,48.16
29.391,48.15001
29.394,48.13001
29.397,48.11
29.399,48.12
29.402,48.1
29.405,48.11
29.407,48.14
29.41,48.15
29.413,48.15001
29.415,48.12
29.418,48.19001
29.421,48.34
29.423,48.56001
29.426,48.88
29.428,48.89001
29.431,48.84
29.434,48.72
29.436,48.63
29.439,48.63
29.441,48.71001
29.444,48.86
29.447,48.95
29.449,49.03001
29.452,49.15001
29.455,49.28
29.457,49.34
29.46,49.43
29.462,49.45
29.465,49.45
29.468,49.35
29.47,48.92
29.473,48.51001
29.475,48.34
29.478,48.32001
29.481,48.48
29.483,48.65001
29.486,48.82001
29.488,48.83001
29.491,48.76
29.494,48.69
29.496,48.61
29.499,48.59001
29.501,48.59001
29.504,48.63
29.506,48.63
29.509,48.62001
29.512,48.61
29.514,48.56
29.517,48.56
29.519,48.54
29.522,48.55001
29.524,48.53001
29.527,48.54
29.529,48.54
29.532,48.52
29.535,48.49001
29.537,48.48
29.54,48.47
29.543,48.46
29.545,48.45
29.548,48.45
29.55,48.44
29.553,48.44
29.556,48.43
29.558,48.40001
29.561,48.39001
29.564,48.39
29.566,48.39
29.569,48.39001
29.571,48.37001
29.574,48.36
29.577,48.35
29.579,48.34
29.582,48.34001
